geoid,name,estimate_coresident_grandparents_total,estimate_responsible_total,estimate_less_than_six_months,estimate_six_to_eleven_months,estimate_one_or_two_years,estimate_three_or_four_years,estimate_five_plus_years,estimate_not_responsible,moe_coresident_grandparents_total,moe_responsible_total,moe_less_than_six_months,moe_six_to_eleven_months,moe_one_or_two_years,moe_three_or_four_years,moe_five_plus_years,moe_not_responsible,duration_sum,duration_difference,duration_reconciliation_status,coresident_components_sum,coresident_difference,coresident_reconciliation_status,pct_responsible,moe_ratio,moe_exceeds_estimate,high_moe_flag,severe_moe_flag,cv_responsible_percent,responsible_ci90_lower,responsible_ci90_upper,pct_responsible_moe,percent_responsible_grandparents_less_than_six_months,percent_responsible_grandparents_less_than_six_months_moe,percent_responsible_grandparents_six_to_eleven_months,percent_responsible_grandparents_six_to_eleven_months_moe,percent_responsible_grandparents_one_or_two_years,percent_responsible_grandparents_one_or_two_years_moe,percent_responsible_grandparents_three_or_four_years,percent_responsible_grandparents_three_or_four_years_moe,percent_responsible_grandparents_five_plus_years,percent_responsible_grandparents_five_plus_years_moe,pct_responsible_ci90_lower,pct_responsible_ci90_upper,pct_responsible_cv_percent,pct_responsible_exclusion,percent_responsible_grandparents_less_than_six_months_ci90_lower,percent_responsible_grandparents_less_than_six_months_ci90_upper,percent_responsible_grandparents_less_than_six_months_cv_percent,percent_responsible_grandparents_less_than_six_months_exclusion,percent_responsible_grandparents_six_to_eleven_months_ci90_lower,percent_responsible_grandparents_six_to_eleven_months_ci90_upper,percent_responsible_grandparents_six_to_eleven_months_cv_percent,percent_responsible_grandparents_six_to_eleven_months_exclusion,percent_responsible_grandparents_one_or_two_years_ci90_lower,percent_responsible_grandparents_one_or_two_years_ci90_upper,percent_responsible_grandparents_one_or_two_years_cv_percent,percent_responsible_grandparents_one_or_two_years_exclusion,percent_responsible_grandparents_three_or_four_years_ci90_lower,percent_responsible_grandparents_three_or_four_years_ci90_upper,percent_responsible_grandparents_three_or_four_years_cv_percent,percent_responsible_grandparents_three_or_four_years_exclusion,percent_responsible_grandparents_five_plus_years_ci90_lower,percent_responsible_grandparents_five_plus_years_ci90_upper,percent_responsible_grandparents_five_plus_years_cv_percent,percent_responsible_grandparents_five_plus_years_exclusion,acs_year,acs_period,acs_product,state_fips,map_pct_responsible,five_core_county,national_rank_caregiver_count,national_percentile_caregiver_count,national_decile_caregiver_count,eligible_n_caregiver_count,exclusion_reason_caregiver_count,national_rank_caregiving_percent,national_percentile_caregiving_percent,national_decile_caregiving_percent,eligible_n_caregiving_percent,exclusion_reason_caregiving_percent,national_rank_less_than_six_months,national_percentile_less_than_six_months,national_decile_less_than_six_months,eligible_n_less_than_six_months,exclusion_reason_less_than_six_months,national_rank_six_to_eleven_months,national_percentile_six_to_eleven_months,national_decile_six_to_eleven_months,eligible_n_six_to_eleven_months,exclusion_reason_six_to_eleven_months,national_rank_one_or_two_years,national_percentile_one_or_two_years,national_decile_one_or_two_years,eligible_n_one_or_two_years,exclusion_reason_one_or_two_years,national_rank_three_or_four_years,national_percentile_three_or_four_years,national_decile_three_or_four_years,eligible_n_three_or_four_years,exclusion_reason_three_or_four_years,national_rank_five_plus_years,national_percentile_five_plus_years,national_decile_five_plus_years,eligible_n_five_plus_years,exclusion_reason_five_plus_years
13021,"Bibb County, Georgia",2563,1048,0,206,235,157,450,1515,428,315,34,165,139,82,176,338,1048,0,Pass,2563,0,Pass,40.889582520483806,0.3005725190839695,FALSE,TRUE,FALSE,18.273511646202994,733,1363,10.21892562536361,0,3.2442748091603053,19.65648854961832,14.593675298610204,22.423664122137403,11.423219006262116,14.980916030534353,6.398905550697474,42.93893129770993,10.745381722464543,30.670656895120196,51.108508145847416,15.193761505453855,Retained,0,3.2442748091603053,NA,Unavailable MOE or zero percentage,5.062813251008116,34.250163848228524,45.13687466658119,Percentage MOE exceeds 50% of estimate,11.000445115875287,33.84688312839952,30.97095996200398,Percentage MOE exceeds 50% of estimate,8.582010479836878,21.379821581231827,25.968093929473227,Retained,32.193549575245385,53.68431302017447,15.21399818821431,Retained,2024,2020-2024,ACS five-year,13,40.889582520483806,FALSE,442,85.94147582697201,9,3144,Retained,792,48.30176355323318,5,1531,Retained,NA,NA,NA,132,Unavailable MOE or zero percentage,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,230,35.16949152542373,4,354,Retained,1018,23.896783844427823,3,1337,Retained
13277,"Tift County, Georgia",747,296,36,41,80,14,125,451,236,147,35,47,73,30,100,193,296,0,Pass,747,0,Pass,39.625167336010705,0.4966216216216216,FALSE,TRUE,FALSE,30.192450773996654,149,443,15.183267197562545,12.162162162162163,10.165290648394933,13.85135135135135,14.310971386804837,27.027027027027028,20.68977111716971,4.72972972972973,9.859193604954381,42.22972972972973,26.486053040343972,24.441900138448162,54.80843453357325,23.295222819440916,Retained,1.9968715137672302,22.327452810557098,50.81380938405316,Percentage MOE exceeds 50% of estimate,0,28.16232273815619,62.813025279681646,Percentage MOE exceeds 50% of estimate,6.337255909857319,47.71679814419674,46.54040449508427,Percentage MOE exceeds 50% of estimate,0,14.588923334684111,126.72952688176866,Percentage MOE exceeds 50% of estimate,15.743676689385762,68.7157827700737,38.130428490330914,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,39.625167336010705,FALSE,1330,57.60178117048346,6,3144,Retained,861,43.7949052906597,5,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,NA,NA,NA,1337,Percentage MOE exceeds 50% of estimate
13071,"Colquitt County, Georgia",1186,469,72,40,101,38,218,717,286,159,62,38,88,50,109,234,469,0,Pass,1186,0,Pass,39.54468802698145,0.3390191897654584,FALSE,TRUE,FALSE,20.610903256710305,310,628,9.423116189236042,15.351812366737741,12.151988245505576,8.528784648187633,7.568862663189985,21.535181236673772,17.284679656324993,8.102345415778252,10.301035080904104,46.481876332622605,17.08270543995919,30.121571837745407,48.96780421621749,14.48702253317978,Retained,3.199824121232165,27.503800612243317,48.12385729240486,Percentage MOE exceeds 50% of estimate,0.9599219849976484,16.097647311377617,53.95307720503986,Percentage MOE exceeds 50% of estimate,4.250501580348779,38.81986089299876,48.79614881798054,Percentage MOE exceeds 50% of estimate,0,18.403380496682356,77.29347900921252,Percentage MOE exceeds 50% of estimate,29.399170892663413,63.564581772581796,22.34321911929919,Retained,2024,2020-2024,ACS five-year,13,39.54468802698145,FALSE,953,69.68829516539441,7,3144,Retained,864,43.598954931417374,5,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,879,34.29319371727749,4,1337,Retained
13245,"Richmond County, Georgia",5213,2037,202,59,289,197,1290,3176,798,515,139,43,171,134,350,636,2037,0,Pass,5213,0,Pass,39.075388451947056,0.25282277859597446,FALSE,FALSE,FALSE,15.370533551033933,1522,2552,7.862432862725699,9.916543937162494,6.3464962507669265,2.896416298478154,1.9798649463890787,14.187530682376043,7.589788037835859,9.671084928816889,6.107018876578273,63.32842415316642,6.235199453354904,31.21295558922136,46.93782131467275,12.232814474051684,Retained,3.5700476863955677,16.26304018792942,38.90867401793834,Percentage MOE exceeds 50% of estimate,0.9165513520890753,4.876281244867233,41.55730034568261,Percentage MOE exceeds 50% of estimate,6.597742644540183,21.777318720211902,32.52337276772511,Percentage MOE exceeds 50% of estimate,3.5640660522386156,15.778103805395162,38.39076872923403,Percentage MOE exceeds 50% of estimate,57.093224699811515,69.56362360652132,5.985830465055253,Retained,2024,2020-2024,ACS five-year,13,39.075388451947056,FALSE,216,93.14567430025446,10,3144,Retained,884,42.2926192031352,5,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,252,81.18922961854899,9,1337,Retained
13029,"Bryan County, Georgia",818,318,11,0,54,9,244,500,210,144,18,30,39,12,135,163,318,0,Pass,818,0,Pass,38.87530562347188,0.4528301886792453,FALSE,TRUE,FALSE,27.530120690344276,174,462,14.501484985501417,3.459119496855346,5.439327394932809,0,9.433962264150944,16.9811320754717,9.554052712810078,2.8301886792452833,3.5492897346000767,76.72955974842768,24.39253430180314,24.373820637970464,53.376790608973295,22.678347419803945,Retained,0,8.898446891788154,95.59878615816825,Percentage MOE exceeds 50% of estimate,0,9.433962264150944,NA,Unavailable MOE or zero percentage,7.427079362661621,26.535184788281775,34.20532620194413,Percentage MOE exceeds 50% of estimate,0,6.37947841384536,76.2427946379831,Percentage MOE exceeds 50% of estimate,52.33702544662454,100,19.327111904519022,Retained,2024,2020-2024,ACS five-year,13,38.87530562347188,FALSE,1253,60.098600508905854,7,3144,Retained,893,41.70476812540823,5,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Unavailable MOE or zero percentage,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,55,95.92370979805534,10,1337,Retained
13035,"Butts County, Georgia",655,254,0,69,108,20,57,401,248,126,27,90,90,32,64,201,254,0,Pass,655,0,Pass,38.778625954198475,0.49606299212598426,FALSE,TRUE,FALSE,30.15848851215864,128,380,12.428587668762441,0,10.62992125984252,27.165354330708663,32.77052477661718,42.51968503937008,28.471238007546006,7.874015748031496,11.977621650941717,22.440944881889763,22.604360722136132,26.350038285436035,51.207213622960914,19.485076116835494,Retained,0,10.62992125984252,NA,Unavailable MOE or zero percentage,0,59.935879107325846,73.33997628279268,Percentage MOE exceeds 50% of estimate,14.048447031824075,70.9909230469161,40.70887082923242,Percentage MOE exceeds 50% of estimate,0,19.851637398973214,92.47983679185316,Percentage MOE exceeds 50% of estimate,0,45.0453056040259,61.238399739180046,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,38.778625954198475,FALSE,1466,53.35559796437659,6,3144,Retained,899,41.31286740692358,5,1531,Retained,NA,NA,NA,132,Unavailable MOE or zero percentage,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,NA,NA,NA,1337,Percentage MOE exceeds 50% of estimate
13187,"Lumpkin County, Georgia",756,293,1,52,40,2,198,463,260,122,3,54,46,5,104,199,293,0,Pass,756,0,Pass,38.75661375661375,0.41638225255972694,FALSE,TRUE,FALSE,25.31424351304978,171,415,9.09719494226545,0.3412969283276451,1.013980814451062,17.747440273037544,16.883666923589026,13.651877133105803,14.634441820442731,0.6825938566552902,1.682649352109528,67.57679180887372,21.636821903028597,29.659418814348303,47.853808698879206,14.270343253194223,Retained,0,1.355277742778707,180.6217731268841,Percentage MOE exceeds 50% of estimate,0.8637733494485182,34.63110719662657,57.836738684580446,Percentage MOE exceeds 50% of estimate,0,28.286318953548534,65.17132258960916,Percentage MOE exceeds 50% of estimate,0,2.3652432087648183,149.86630180639082,Percentage MOE exceeds 50% of estimate,45.939969905845125,89.21361371190233,19.465638046281327,Retained,2024,2020-2024,ACS five-year,13,38.75661375661375,FALSE,1343,57.23600508905852,6,3144,Retained,901,41.18223383409536,5,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,166,87.62154076290201,9,1337,Retained
13257,"Stephens County, Georgia",722,272,28,0,15,61,168,450,226,127,32,27,21,57,110,172,272,0,Pass,722,0,Pass,37.67313019390582,0.46691176470588236,FALSE,TRUE,FALSE,28.386219725292175,145,399,13.051739311480787,10.294117647058822,10.738081507085763,0,9.926470588235293,5.514705882352941,7.278562375201095,22.426470588235293,18.152226657917247,61.76470588235294,28.35171939563745,24.621390882425032,50.72486950538661,21.062476204936488,Retained,0,21.032199154144585,63.417674420336986,Percentage MOE exceeds 50% of estimate,0,9.926470588235293,NA,Unavailable MOE or zero percentage,0,12.793268257554036,80.24093790132356,Percentage MOE exceeds 50% of estimate,4.274243930318047,40.578697246152544,49.208680285523805,Percentage MOE exceeds 50% of estimate,33.412986486715496,90.11642527799039,27.90691100489472,Retained,2024,2020-2024,ACS five-year,13,37.67313019390582,FALSE,1411,54.99363867684478,6,3144,Retained,941,38.56956237753103,4,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Unavailable MOE or zero percentage,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,292,78.19745699326852,8,1337,Retained
13063,"Clayton County, Georgia",8836,3318,575,217,836,288,1402,5518,1057,626,279,220,380,154,384,839,3318,0,Pass,8836,0,Pass,37.55092802172929,0.188667872212176,FALSE,FALSE,FALSE,11.470192187364908,2692,3944,5.4785248620053295,17.329716696805306,7.746991058666423,6.5400843881856545,6.514676940969004,25.195901145268234,10.419533450771599,8.679927667269439,4.3428471197736185,42.25437010247137,8.389657733085565,32.07240315972396,43.02945288373462,8.869838361191155,Retained,9.582725638138882,25.07670775547173,27.17780228769632,Retained,0.02540744721665078,13.054761329154658,60.55949921861683,Percentage MOE exceeds 50% of estimate,14.776367694496635,35.61543459603983,25.14149627039414,Retained,4.3370805474958205,13.022774787043058,30.41803661994461,Percentage MOE exceeds 50% of estimate,33.864712369385806,50.64402783555693,12.071058505573266,Retained,2024,2020-2024,ACS five-year,13,37.55092802172929,TRUE,117,96.29452926208651,10,3144,Retained,947,38.17766165904637,4,1531,Retained,7,95.07575757575758,10,132,Retained,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,101,76.07142857142857,8,420,Retained,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,1042,22.101720269259538,3,1337,Retained
13115,"Floyd County, Georgia",2629,973,34,0,396,17,526,1656,443,328,37,34,229,25,251,322,973,0,Pass,2629,0,Pass,37.010270064663366,0.3371017471736896,FALSE,TRUE,FALSE,20.494331024363863,645,1301,10.80570642703184,3.494347379239465,3.6156255106337807,0,3.494347379239465,40.69886947584789,19.122988308715662,1.7471736896197325,2.5009570328385955,54.059609455292915,18.25816297369652,26.204563637631527,47.81597649169521,17.75021645199842,Retained,0,7.109972889873246,62.90571578211857,Percentage MOE exceeds 50% of estimate,0,3.494347379239465,NA,Unavailable MOE or zero percentage,21.57588116713223,59.821857784563555,28.56578459937768,Retained,0,4.248130722458328,87.02477169072633,Percentage MOE exceeds 50% of estimate,35.80144648159639,72.31777242898943,20.533213298917946,Retained,2024,2020-2024,ACS five-year,13,37.010270064663366,FALSE,478,84.81234096692111,9,3144,Retained,974,36.41410842586545,4,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Unavailable MOE or zero percentage,19,95.5952380952381,10,420,Retained,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,534,60.09723261032162,7,1337,Retained
13297,"Walton County, Georgia",2831,1033,27,243,206,240,317,1798,449,328,45,176,212,104,171,366,1033,0,Pass,2831,0,Pass,36.48887318968562,0.31752178121974833,FALSE,TRUE,FALSE,19.303953617334013,705,1361,10.037142632986518,2.6137463697967087,4.2764578582994695,23.523717328170378,15.313220853561718,19.94191674733785,19.521503613705356,23.23330106485963,6.851172981542436,30.68731848983543,13.382168958375997,26.451730556699104,46.526015822672136,16.7233156389218,Retained,0,6.890204228096178,99.47031591814897,Percentage MOE exceeds 50% of estimate,8.210496474608659,38.836938181732094,39.576131215230504,Percentage MOE exceeds 50% of estimate,0.42041313363249344,39.463420361043205,59.51399577839887,Percentage MOE exceeds 50% of estimate,16.382128083317195,30.084474046402068,17.92778998176003,Retained,17.305149531459435,44.069487448211426,26.51186693531763,Retained,2024,2020-2024,ACS five-year,13,36.48887318968562,FALSE,454,85.57569974554707,9,3144,Retained,1001,34.65055519268452,4,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,61,82.909604519774,9,354,Retained,1294,3.2535527299925207,1,1337,Retained
13149,"Heard County, Georgia",639,230,0,20,40,0,170,409,218,115,23,25,27,23,111,197,230,0,Pass,639,0,Pass,35.99374021909233,0.5,FALSE,TRUE,FALSE,30.39784159558847,115,345,13.156742507061454,0,10,8.695652173913043,9.962121075990956,17.391304347826086,7.8862422379204595,0,10,73.91304347826086,31.037510082738695,22.83699771203088,49.15048272615378,22.22256271280523,Retained,0,10,NA,Unavailable MOE or zero percentage,0,18.657773249903997,69.65020503753068,Percentage MOE exceeds 50% of estimate,9.5050621099056265,25.277546585746546,27.5683453682657,Retained,0,10,NA,Unavailable MOE or zero percentage,42.87553339552217,100,25.529277935742506,Retained,2024,2020-2024,ACS five-year,13,35.99374021909233,FALSE,1547,50.74745547073791,6,3144,Retained,1023,33.213585891574134,4,1531,Retained,NA,NA,NA,132,Unavailable MOE or zero percentage,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,290,31.071428571428573,4,420,Retained,NA,NA,NA,354,Unavailable MOE or zero percentage,78,94.20344053851908,10,1337,Retained
13107,"Emanuel County, Georgia",537,193,0,56,85,9,43,344,194,91,27,73,41,11,33,140,193,0,Pass,537,0,Pass,35.940409683426445,0.47150259067357514,FALSE,TRUE,FALSE,28.665322126409855,102,284,10.889490876180096,0,13.989637305699482,29.015544041450774,35.26294505603954,44.04145077720207,4.480482669995048,4.66321243523316,5.258301837289523,22.279792746113987,13.490820471909458,25.050918807246347,46.82990055960654,18.420325289913073,Retained,0,13.989637305699482,NA,Unavailable MOE or zero percentage,0,64.27848909749031,73.88573631265497,Percentage MOE exceeds 50% of estimate,39.560968107207025,48.52193344719712,6.184946230008878,Retained,0,9.921514272522684,68.55404017369271,Percentage MOE exceeds 50% of estimate,8.788972274204529,35.77061321802344,36.81289394140827,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,35.940409683426445,FALSE,1715,45.3880407124682,5,3144,Retained,1030,32.756368386675376,4,1531,Retained,NA,NA,NA,132,Unavailable MOE or zero percentage,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,12,97.26190476190476,10,420,Retained,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,NA,NA,NA,1337,Percentage MOE exceeds 50% of estimate
13275,"Thomas County, Georgia",1301,467,34,0,69,184,180,834,313,152,28,30,62,130,83,281,467,0,Pass,1301,0,Pass,35.895465026902386,0.32548179871520344,FALSE,TRUE,FALSE,19.78788831918393,315,619,7.869024470732643,7.28051391862955,5.507564614462573,0,6.423982869379015,14.775160599571734,12.374627048449629,39.400428265524624,24.707385180250434,38.54389721627409,12.589469159250921,28.026440556169742,43.764489497635026,13.327664605758264,Retained,1.7729493041669775,12.788078533092122,45.990730489370605,Percentage MOE exceeds 50% of estimate,0,6.423982869379015,NA,Unavailable MOE or zero percentage,2.4005335511221055,27.149787648021363,50.91815419375672,Percentage MOE exceeds 50% of estimate,14.69304308527419,64.10781344577507,38.124011033027905,Percentage MOE exceeds 50% of estimate,25.95442805702317,51.133366375525014,19.85749843240421,Retained,2024,2020-2024,ACS five-year,13,35.895465026902386,FALSE,955,69.62468193384224,7,3144,Retained,1033,32.56041802743305,4,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Unavailable MOE or zero percentage,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,1157,13.50037397157816,2,1337,Retained
13175,"Laurens County, Georgia",1021,364,13,45,14,25,267,657,233,165,19,74,17,33,147,192,364,0,Pass,1021,0,Pass,35.6513222331048,0.4532967032967033,FALSE,TRUE,FALSE,27.558482765231304,199,529,13.963270545052243,3.571428571428571,4.962379867122156,12.362637362637363,19.542039843622067,3.8461538461538463,4.332708772372533,6.868131868131869,8.514605924442622,73.35164835164835,22.920528888839247,21.688051688052557,49.614592778157046,23.811362922787147,Retained,0,8.533808438550727,84.47355679723333,Percentage MOE exceeds 50% of estimate,0,31.90467720625943,96.10179676003607,Percentage MOE exceeds 50% of estimate,0,8.178862618526379,68.48659737004635,Percentage MOE exceeds 50% of estimate,0,15.38273779257449,75.3700269911872,Percentage MOE exceeds 50% of estimate,50.43111946280911,96.2721772404876,18.997108370622946,Retained,2024,2020-2024,ACS five-year,13,35.6513222331048,FALSE,1147,63.48600508905852,7,3144,Retained,1045,31.77661659046375,4,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,86,93.60508601346298,10,1337,Retained
13185,"Lowndes County, Georgia",1870,664,23,17,269,32,323,1206,346,210,38,25,138,44,155,313,664,0,Pass,1870,0,Pass,35.50802139037433,0.31626506024096385,FALSE,TRUE,FALSE,19.227550406848128,454,874,9.107561388919478,3.463855421686747,5.617061101792904,2.5602409638554215,3.6769607859221147,40.51204819277108,16.363901707931632,4.819277108433735,6.448836410815957,48.644578313253014,17.556416753038206,26.400460001454853,44.61558277929381,15.593671378012731,Retained,0,9.080916523479651,98.58756375108531,Percentage MOE exceeds 50% of estimate,0,6.237201749777537,87.3133998725932,Percentage MOE exceeds 50% of estimate,24.14814648483945,56.875949900702715,24.557005345004782,Retained,0,11.268113519249692,81.35274369211639,Percentage MOE exceeds 50% of estimate,31.088161560214807,66.20099506629123,21.941897491979816,Retained,2024,2020-2024,ACS five-year,13,35.50802139037433,FALSE,688,78.11704834605598,8,3144,Retained,1054,31.188765512736772,4,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,21,95.11904761904762,10,420,Retained,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,790,40.949887808526555,5,1337,Retained
13207,"Monroe County, Georgia",830,293,21,0,119,15,138,537,233,120,27,27,69,26,82,176,293,0,Pass,830,0,Pass,35.30120481927711,0.40955631399317405,FALSE,TRUE,FALSE,24.899255914475194,173,413,10.527280507808054,7.167235494880546,8.734989713947451,0,9.215017064846416,40.61433447098976,16.67012852094403,5.1194539249146755,8.622455482616667,47.098976109215016,20.276681413793842,24.773924311469056,45.82848532708516,18.130067058443725,Retained,0,15.902225208827996,74.09407263186199,Percentage MOE exceeds 50% of estimate,0,9.215017064846416,NA,Unavailable MOE or zero percentage,23.94420595004573,57.28446299193379,24.953550649449266,Retained,0,13.741909407531342,102.39531003493236,Percentage MOE exceeds 50% of estimate,26.822294695421174,67.37565752300885,26.17328021192904,Retained,2024,2020-2024,ACS five-year,13,35.30120481927711,FALSE,1343,57.23600508905852,6,3144,Retained,1062,30.666231221423907,4,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Unavailable MOE or zero percentage,20,95.35714285714286,10,420,Retained,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,851,36.38743455497382,4,1337,Retained
13153,"Houston County, Georgia",3825,1344,218,30,329,85,682,2481,647,372,158,37,197,100,288,521,1344,0,Pass,3825,0,Pass,35.13725490196079,0.2767857142857143,FALSE,FALSE,FALSE,16.827376597557905,972,1716,7.6980664482238215,16.220238095238095,10.864922230856685,2.232142857142857,2.6827541556182326,24.479166666666664,12.997773179867792,6.324404761904762,7.231626274430564,50.74404761904761,16.183796183160773,27.439188453736968,42.83532135018461,13.319458514237192,Retained,5.35531586438141,27.08516032609478,40.72322280138776,Percentage MOE exceeds 50% of estimate,0,4.91489701276109,73.0687425327012,Percentage MOE exceeds 50% of estimate,11.481393486798872,37.47693984653446,32.28085789007056,Percentage MOE exceeds 50% of estimate,0,13.556031036335327,69.51668599478744,Percentage MOE exceeds 50% of estimate,34.56025143588684,66.92784380220839,19.38956373698294,Retained,2024,2020-2024,ACS five-year,13,35.13725490196079,FALSE,350,88.88358778625954,9,3144,Retained,1066,30.404964075767474,4,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,682,49.027673896783845,5,1337,Retained
13157,"Jackson County, Georgia",2132,741,19,77,37,301,307,1391,384,236,25,58,33,175,179,265,741,0,Pass,2132,0,Pass,34.756097560975604,0.3184885290148448,FALSE,TRUE,FALSE,19.362727710010468,505,977,9.129309797181001,2.564102564102564,3.2734934461780267,10.39136302294197,7.09316699190626,4.993252361673414,4.159820385513103,40.62078272604588,19.757975798542475,41.43049932523617,20.234302282249743,25.626787763794603,43.885407358156606,15.96907205159613,Retained,0,5.83759601028059,77.61556548807101,Percentage MOE exceeds 50% of estimate,3.29819603103571,17.484530014848232,41.499265525607335,Percentage MOE exceeds 50% of estimate,0.8334319761603108,9.153072747186517,50.64817557210322,Percentage MOE exceeds 50% of estimate,20.862806927503406,60.378758524588356,29.57106083475159,Retained,21.196197042986427,61.66480160748591,29.692092810400887,Retained,2024,2020-2024,ACS five-year,13,34.756097560975604,FALSE,625,80.1208651399491,9,3144,Retained,1077,29.68647942521228,3,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,6,98.44632768361582,10,354,Retained,1068,20.157068062827225,3,1337,Retained
13015,"Bartow County, Georgia",4363,1447,90,165,355,223,614,2916,913,485,72,194,208,221,307,659,1447,0,Pass,4363,0,Pass,33.16525326610131,0.33517622667588115,FALSE,TRUE,FALSE,20.377267690200977,962,1932,8.683565719475169,6.219765031098825,4.518037049178275,11.402902557014514,12.850736142620237,24.53351762266759,11.79023431901618,15.411195577055977,14.372954868421639,42.4326192121631,15.743410804394145,24.48168754662614,41.84881898557648,15.91796408775129,Retained,1.7017279819205493,10.737802080277099,44.161981636678654,Percentage MOE exceeds 50% of estimate,0,24.25363869963475,68.51494866274622,Percentage MOE exceeds 50% of estimate,12.743283303651408,36.32375194168377,29.216982311022978,Retained,1.0382407086343388,29.784150445477614,56.69992352848798,Percentage MOE exceeds 50% of estimate,26.68920840776895,58.17603001655724,22.55650095099813,Retained,2024,2020-2024,ACS five-year,13,33.16525326610131,FALSE,324,89.71055979643766,9,3144,Retained,1134,25.963422599608098,3,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,117,72.26190476190476,8,420,Retained,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,1035,22.62528047868362,3,1337,Retained
