geoid,name,estimate_coresident_grandparents_total,estimate_responsible_total,estimate_less_than_six_months,estimate_six_to_eleven_months,estimate_one_or_two_years,estimate_three_or_four_years,estimate_five_plus_years,estimate_not_responsible,moe_coresident_grandparents_total,moe_responsible_total,moe_less_than_six_months,moe_six_to_eleven_months,moe_one_or_two_years,moe_three_or_four_years,moe_five_plus_years,moe_not_responsible,duration_sum,duration_difference,duration_reconciliation_status,coresident_components_sum,coresident_difference,coresident_reconciliation_status,pct_responsible,moe_ratio,moe_exceeds_estimate,high_moe_flag,severe_moe_flag,cv_responsible_percent,responsible_ci90_lower,responsible_ci90_upper,pct_responsible_moe,percent_responsible_grandparents_less_than_six_months,percent_responsible_grandparents_less_than_six_months_moe,percent_responsible_grandparents_six_to_eleven_months,percent_responsible_grandparents_six_to_eleven_months_moe,percent_responsible_grandparents_one_or_two_years,percent_responsible_grandparents_one_or_two_years_moe,percent_responsible_grandparents_three_or_four_years,percent_responsible_grandparents_three_or_four_years_moe,percent_responsible_grandparents_five_plus_years,percent_responsible_grandparents_five_plus_years_moe,pct_responsible_ci90_lower,pct_responsible_ci90_upper,pct_responsible_cv_percent,pct_responsible_exclusion,percent_responsible_grandparents_less_than_six_months_ci90_lower,percent_responsible_grandparents_less_than_six_months_ci90_upper,percent_responsible_grandparents_less_than_six_months_cv_percent,percent_responsible_grandparents_less_than_six_months_exclusion,percent_responsible_grandparents_six_to_eleven_months_ci90_lower,percent_responsible_grandparents_six_to_eleven_months_ci90_upper,percent_responsible_grandparents_six_to_eleven_months_cv_percent,percent_responsible_grandparents_six_to_eleven_months_exclusion,percent_responsible_grandparents_one_or_two_years_ci90_lower,percent_responsible_grandparents_one_or_two_years_ci90_upper,percent_responsible_grandparents_one_or_two_years_cv_percent,percent_responsible_grandparents_one_or_two_years_exclusion,percent_responsible_grandparents_three_or_four_years_ci90_lower,percent_responsible_grandparents_three_or_four_years_ci90_upper,percent_responsible_grandparents_three_or_four_years_cv_percent,percent_responsible_grandparents_three_or_four_years_exclusion,percent_responsible_grandparents_five_plus_years_ci90_lower,percent_responsible_grandparents_five_plus_years_ci90_upper,percent_responsible_grandparents_five_plus_years_cv_percent,percent_responsible_grandparents_five_plus_years_exclusion,acs_year,acs_period,acs_product,national_rank,map_pct_responsible
40,Oklahoma,80884,37439,2830,2273,6591,6965,18780,43445,2152,1444,449,314,476,789,1077,1553,37439,0,Pass,80884,0,Pass,46.28727560456951,0.03856940623414087,FALSE,FALSE,FALSE,2.344853402282633,35995,38883,1.2925009287610263,7.558962579128716,1.1633074428675243,6.071209166911509,0.8053455221223123,17.604636875984937,1.07490473593488,18.603595181495233,1.9815156748169545,50.16159619647961,2.1288984796799344,44.99477467580848,47.57977653333054,1.69762588017818,Retained,6.395655136261191,8.722270021996241,9.356319734376063,Retained,5.265863644789197,6.876554689033822,8.064543631477013,Retained,16.529732140050058,18.679541611919817,3.712065647644125,Retained,16.62207950667828,20.585110856312188,6.475501000169601,Retained,48.032697716799674,52.29049467615954,2.580217683062544,Retained,2024,2020-2024,ACS five-year,11,46.28727560456951
47,Tennessee,151952,68870,5248,5249,13209,10110,35054,83082,4361,3229,844,767,1283,893,1905,2753,68870,0,Pass,151952,0,Pass,45.323523217858266,0.0468854363293161,FALSE,FALSE,FALSE,2.8504321333571996,65641,72099,1.6803738875514012,7.62015391316974,1.1722622499749429,7.621605924205024,1.0548067933783356,19.179613765064616,1.6315232134095632,14.679831566719908,1.0988969263767592,50.89879483084071,1.3986568602499492,43.64314933030686,47.00389710540967,2.2540056742554544,Retained,6.447891663194797,8.792416163144683,9.352630560818618,Retained,6.566799130826689,8.67641271758336,8.413935366885214,Retained,17.548090551655054,20.811136978474178,5.171614486949215,Retained,13.580934640343148,15.778728493096663,4.551018796919841,Retained,49.50013797059076,52.29745169109066,1.6706151815877412,Retained,2024,2020-2024,ACS five-year,12,45.323523217858266
35,New Mexico,48573,20650,1387,1423,3431,3201,11208,27923,2184,1621,347,297,543,516,1162,1587,20650,0,Pass,48573,0,Pass,42.51333045107364,0.07849878934624697,FALSE,FALSE,FALSE,4.772387527985367,19029,22271,2.7355489708473293,6.716707021791768,1.5955267873784749,6.891041162227602,1.3326544472465354,16.61501210653753,2.2832850351255845,15.501210653753024,2.182494450447662,54.27602905569008,3.6758305133740024,39.77778148022631,45.248879421920975,3.9119393098826096,Retained,5.121180234413293,8.312233809170243,14.441770464870118,Retained,5.558386714981067,8.223695609474138,11.75724185515138,Retained,14.331727071411947,18.89829714166311,8.35472599962964,Retained,13.318716203305364,17.683705104200687,8.559734083982207,Retained,50.60019854231608,57.95185956906408,4.1173724615382294,Retained,2024,2020-2024,ACS five-year,13,42.51333045107364
45,South Carolina,112391,47484,4070,4088,7407,7168,24751,64907,3240,2479,854,674,1001,862,1837,2174,47484,0,Pass,112391,0,Pass,42.24893452322695,0.05220705921994777,FALSE,FALSE,FALSE,3.173963832678958,45005,49963,1.8389342812394245,8.571308230140678,1.7419424119375322,8.609215735826805,1.3463850793225862,15.598938589840788,1.9444250660843163,15.095611153230562,1.6353568223559984,52.12492629096117,2.7497645609973147,40.410000241987525,44.087868804466375,2.646203205672879,Retained,6.829365818203146,10.313250642078213,12.355474353497923,Retained,7.262830656504218,9.95560081514939,9.507765079598451,Retained,13.65451352375647,17.543363655925106,7.57824961139564,Retained,13.460254330874564,16.730967975586562,6.586194773254212,Retained,49.37516172996386,54.87469085195848,3.2071760479344333,Retained,2024,2020-2024,ACS five-year,14,42.24893452322695
29,Missouri,101709,42245,4405,3105,6807,7178,20750,59464,2662,2090,945,578,835,858,1452,1852,42245,0,Pass,101709,0,Pass,41.53516404644623,0.04947331045094094,FALSE,FALSE,FALSE,3.0077637085941484,40155,44335,1.7437834022981409,10.427269499349036,2.176654970254896,7.349982246419695,1.319003896268042,16.113149485146174,1.8086815428231504,16.99135992425139,1.8488807246775816,49.118238844833705,2.430741814225936,39.79138064414809,43.278947448744375,2.552403625072983,Retained,8.25061452909414,12.603924469603932,12.690880004240674,Retained,6.030978350151653,8.668986142687737,10.910195469451876,Retained,14.304467942323024,17.921831027969326,6.824241913262921,Retained,15.14247919957381,18.840240648928972,6.615360235841992,Retained,46.68749703060777,51.54898065905964,3.0086300472633933,Retained,2024,2020-2024,ACS five-year,15,41.53516404644623
18,Indiana,116598,48111,3795,4005,10202,7566,22543,68487,3623,2309,527,537,1108,691,1541,2727,48111,0,Pass,116598,0,Pass,41.262285802500905,0.04799318243229199,FALSE,FALSE,FALSE,2.9177783144899823,45802,50420,1.5092301905869057,7.888008979235519,1.027885924515873,8.324499594687286,1.0422174963216018,21.20512980399493,2.0659446895474214,15.726133316705118,1.2219677387065548,46.85622830537715,2.280846746842649,39.753055611914,42.77151599308781,2.2236935919803034,Retained,6.8601230547196455,8.915894903751392,7.922281425900893,Retained,7.282282098365684,9.366717091008889,7.611547577359209,Retained,19.139185114447507,23.27107449354235,5.92311954688233,Retained,14.504165577998563,16.948101055411673,4.724006977184118,Retained,44.5753815585345,49.1370750522198,2.9593853633489995,Retained,2024,2020-2024,ACS five-year,16,41.262285802500905
39,Ohio,191520,78003,5830,4944,12873,12434,41922,113517,4011,2399,637,614,894,1055,1722,3428,78003,0,Pass,191520,0,Pass,40.72838345864662,0.03075522736305013,FALSE,FALSE,FALSE,1.8697850592366123,75604,80402,0.9173163092430284,7.474071510070125,0.7836162406877145,6.338217760855351,0.7626302379238833,16.50321141494558,1.0275944824055427,15.940412548235324,1.2605327759960487,53.74408676589362,1.4633569789127183,39.81106714940359,41.645699767889646,1.3692876315472602,Retained,6.690455269382411,8.257687750757839,6.374100735873794,Retained,5.575587522931468,7.100847998779234,7.315088891893063,Retained,15.475616932540037,17.530805897351122,3.785524346173737,Retained,14.679879772239277,17.200945324231373,4.807588954781124,Retained,52.2807297869809,55.20744374480634,1.655359550030232,Retained,2024,2020-2024,ACS five-year,17,40.72838345864662
20,Kansas,43237,17439,1910,1604,3902,2570,7453,25798,2187,1284,342,390,565,570,846,1585,17439,0,Pass,43237,0,Pass,40.33351065060018,0.0736280750043007,FALSE,FALSE,FALSE,4.476269121937679,16155,18723,2.15796996345254,10.952462870577442,1.7876529135678707,9.19777510178336,2.1313650223628304,22.375136189001665,2.789743795794533,14.7370835483686,3.0831746510280724,42.737542290268934,3.692219522516588,38.175540687147645,42.49148061405272,3.2527606974421417,Retained,9.16480995700957,12.740115784145312,9.923026580717066,Retained,7.066410079420528,11.329140124146187,14.087949665044812,Retained,19.58539239320713,25.16487998479619,7.580037884955695,Retained,11.653908897340528,17.820258199396672,12.719186173557404,Retained,39.045322767752346,46.42976181278552,5.252314389971548,Retained,2024,2020-2024,ACS five-year,18,40.33351065060018
37,North Carolina,200657,77588,6435,6136,14176,12375,38466,123069,4428,2759,831,797,1257,971,2054,3131,77588,0,Pass,200657,0,Pass,38.66697897407018,0.03555962262205495,FALSE,FALSE,FALSE,2.161871551328262,74829,80347,1.0781861487309348,8.293808320874362,1.029635957886473,7.908439449399392,0.9879762424007696,18.270866628860137,1.484113860346203,15.94963138629685,1.1155868151893191,49.57725421456926,1.9749171924074949,37.58879282533925,39.74516512280112,1.6952207092081812,Retained,7.264172362987889,9.323444278760835,7.547488328173805,Retained,6.9204632069986225,8.896415691800161,7.595011761513613,Retained,16.78675276851393,19.754980489206336,4.938338060588832,Retained,14.834044571107531,17.06521820148617,4.252315363649973,Retained,47.60233702216176,51.552171406976754,2.4218049559334167,Retained,2024,2020-2024,ACS five-year,19,38.66697897407018
19,Iowa,33437,12823,1534,1231,2735,1478,5845,20614,1481,869,402,245,487,268,595,1121,12823,0,Pass,33437,0,Pass,38.34973233244609,0.06776885284254855,FALSE,FALSE,FALSE,4.120053707645073,11954,13692,1.9670137766096296,11.96287920143492,3.0283530146749396,9.599937612103252,1.796456052090667,21.32886220073306,3.512049233072654,11.526163924198706,1.938539832967869,45.58215706153007,3.4624114992378265,36.382718555836455,40.31674610905572,3.1182993758280535,Retained,8.934526186759982,14.99123221610986,15.390173834501274,Retained,7.803481560012585,11.39639366419392,11.376821123512316,Retained,17.816812967660407,24.84091143380571,10.010727741415222,Retained,9.587624091230836,13.464703757166577,10.224985026558594,Retained,42.119745562292245,49.04456856076789,4.618027889750881,Retained,2024,2020-2024,ACS five-year,20,38.34973233244609
02,Alaska,16346,6195,612,586,1048,927,3022,10151,1047,579,204,183,289,216,326,918,6195,0,Pass,16346,0,Pass,37.89918022757861,0.09346246973365616,FALSE,FALSE,FALSE,5.682114700192323,5616,6774,2.579519511864711,9.878934624697337,3.1608867126280615,9.459241323648104,2.8185958865951637,16.91686844229217,4.388947663602605,14.9636803874092,3.1939060433102315,48.78127522195319,2.627815789931502,35.3196607157139,40.47869973944332,4.137916706564233,Retained,6.7180479120692755,13.039821337325398,19.452327045845177,Retained,6.640645437052939,12.277837210243266,18.115455214891064,Retained,12.527920778689566,21.305816105894777,15.772958961598798,Retained,11.769774344098968,18.15758643071943,12.976466679604998,Retained,46.15345943202168,51.40909101188469,3.2750241875093655,Retained,2024,2020-2024,ACS five-year,21,37.89918022757861
50,Vermont,7109,2530,150,102,476,136,1666,4579,734,424,63,46,262,60,339,547,2530,0,Pass,7109,0,Pass,35.58869039246026,0.16758893280632411,FALSE,FALSE,FALSE,10.18868366524072,2106,2954,4.697924346057976,5.928853754940711,2.283293487964242,4.0316205533596845,1.6879796988816278,18.814229249011856,9.864045989291128,5.375494071146245,2.193772177432097,65.8498023715415,7.599485653021265,30.890766046402284,40.28661473851823,8.025401245435186,Retained,3.645560266976469,8.212147242904953,23.413360029512077,Retained,2.343640854478057,5.719600252241312,25.454250380985737,Retained,8.950183259720728,28.678275238302984,31.87435461804205,Percentage MOE exceeds 50% of estimate,3.181721893714148,7.569266248578343,24.81109206475984,Retained,58.25031671852024,73.44928802456276,7.016208181919251,Retained,2024,2020-2024,ACS five-year,22,35.58869039246026
13,Georgia,255408,89880,7617,7160,18732,12090,44281,165528,5954,3211,957,894,1453,1089,2275,5134,89880,0,Pass,255408,0,Pass,35.19075361774103,0.0357254116599911,FALSE,FALSE,FALSE,2.171950809155198,86669,93091,0.9526681743945687,8.474632843791722,1.0208013984746416,7.966177125055631,0.9530757173154972,20.8411214953271,1.4349317703907671,13.451268357810417,1.1122417762504293,49.26680017801513,1.8190282229145511,34.23808544334646,36.1434217921356,1.6458332534149065,Retained,7.453831445317081,9.495434242266365,7.32306868824864,Retained,7.013101407740134,8.919252842371128,7.273612983682189,Retained,19.406189724936333,22.27605326571787,4.185842750026276,Retained,12.339026581559985,14.563510134060843,5.026997964965145,Retained,47.44777195510058,51.085828400929685,2.244697507378854,Retained,2024,2020-2024,ACS five-year,23,35.19075361774103
10,Delaware,22879,8033,1293,503,1295,905,4037,14846,1692,985,352,265,389,209,613,1212,8033,0,Pass,22879,0,Pass,35.11080029721579,0.12261919581725383,FALSE,FALSE,FALSE,7.4547177820626525,7048,9018,3.434086033534768,16.096103572762356,3.912263489007265,6.261670608738952,3.208297132904772,16.121000871405453,4.420693031907608,11.266027636001494,2.2047319366175606,50.25519731109175,4.501016446697466,31.67671426368102,38.54488633075056,5.946250292750542,Retained,12.18384008375509,20.008367061769626,14.776789336804416,Retained,3.05337347583418,9.469967741643725,31.149932384341977,Percentage MOE exceeds 50% of estimate,11.700307839497846,20.54169390331306,16.671362727236648,Retained,9.061295699383932,13.470759572619055,11.897555080704883,Retained,45.754180864394286,54.75621375778921,5.4450561249970635,Retained,2024,2020-2024,ACS five-year,24,35.11080029721579
55,Wisconsin,61575,21035,1830,1936,3737,3202,10330,40540,2335,1567,361,404,528,427,1174,1811,21035,0,Pass,61575,0,Pass,34.16159155501421,0.07449488946993106,FALSE,FALSE,FALSE,4.528967699575672,19468,22602,2.190466330468484,8.699786070834325,1.5891125637764163,9.20370810553839,1.7940595370909047,17.765628714048017,2.132861235525223,15.22224863323033,1.6836826641428009,49.10862847634894,4.2149781410656155,31.971125224545727,36.352057885482694,3.898263839775789,Retained,7.110673507057909,10.28889863461074,11.105006858312873,Retained,7.409648568447484,10.997767642629292,11.850775143276651,Retained,15.632767478522794,19.89848994957324,7.298855450198578,Retained,13.53856596908753,16.905931297373133,6.724409797133921,Retained,44.893650335283326,53.323606617414555,5.2180743725183465,Retained,2024,2020-2024,ACS five-year,25,34.16159155501421
51,Virginia,168148,56987,2989,4254,11736,8716,29292,111161,3461,2457,562,624,1164,693,1594,2588,56987,0,Pass,168148,0,Pass,33.8909769964555,0.04311509642550055,FALSE,FALSE,FALSE,2.6212117430417767,54530,59444,1.283948949634672,5.2450558899398105,0.9599117633751209,7.464860406759437,1.04661805488952,20.594170600312353,1.8394823846469808,15.294716338814116,1.0217467449574815,51.40119676417429,1.706614473550389,32.60702804682083,35.17492594609017,2.3032252384992526,Retained,4.28514412656469,6.204967653314931,11.126381240202104,Retained,6.4182423518699165,8.511478461648956,8.52391822754143,Retained,18.75468821566537,22.433652984959338,5.430303092228066,Retained,14.272969593856637,16.3164630837716,4.06138891575335,Retained,49.6945822906239,53.107811237724675,2.0185287385324435,Retained,2024,2020-2024,ACS five-year,26,33.8909769964555
23,Maine,17039,5742,475,684,1321,657,2605,11297,1226,808,172,268,286,171,515,904,5742,0,Pass,17039,0,Pass,33.69916074887024,0.14071752002786486,FALSE,FALSE,FALSE,8.555017767062168,4934,6550,4.075264848976138,8.272378962034134,2.760035587067523,11.912225705329153,4.355965598968417,23.00592128178335,3.7852939798575713,11.442006269592476,2.505279997679911,45.367467781260885,6.299804953441949,29.6238958998941,37.77442559784638,7.352067682777497,Retained,5.512343374966611,11.032414549101656,20.284158875921527,Retained,7.556260106360735,16.26819130429757,22.23126988167084,Retained,19.22062730192578,26.79121526164092,10.00305663773232,Retained,8.936726271912566,13.94728626727239,13.311494982213912,Retained,39.067662827818936,51.667272734702834,8.442193599217438,Retained,2024,2020-2024,ACS five-year,27,33.69916074887024
16,Idaho,32585,10858,786,919,2515,1575,5063,21727,1811,898,313,241,502,353,696,1494,10858,0,Pass,32585,0,Pass,33.32208071198404,0.08270399705286424,FALSE,FALSE,FALSE,5.028046003469965,9960,11756,2.0408429782653257,7.238902191932215,2.819812909061661,8.46380548904034,2.1062922385973204,23.162645054337816,4.207777462203766,14.50543378154356,3.021623352229404,46.62921348314607,5.120192040505313,31.28123773371872,35.36292369024937,3.7234902652682873,Retained,4.419089282870555,10.058715100993876,23.682106448235466,Retained,6.357513250443019,10.57009772763766,15.129539048553536,Retained,18.95486759213405,27.37042251654158,11.044278618913888,Retained,11.483810429314158,17.527057133772963,12.664333849770104,Retained,41.50902144264075,51.74940552365138,6.675762894543775,Retained,2024,2020-2024,ACS five-year,28,33.32208071198404
42,Pennsylvania,217707,72511,5511,5840,13147,11828,36185,145196,4351,2898,796,785,965,1173,2003,3528,72511,0,Pass,217707,0,Pass,33.306692021845876,0.0399663499331136,FALSE,FALSE,FALSE,2.42978154884129,69613,75409,1.1527608460395768,7.600226172580712,1.05490320915746,8.053950435106398,1.0336340345705437,18.131042186702707,1.116254625837327,16.31200783329426,1.4805040049910572,49.90277337231592,1.911219959524384,32.1539311758063,34.45945286788545,2.1041682297673936,Retained,6.545322963423253,8.655129381738172,8.438375364757832,Retained,7.020316400535854,9.08758446967694,7.8024427649136205,Retained,17.01478756086538,19.247296812540036,3.742943284466179,Retained,14.831503828303202,17.792511838285318,5.517913758414835,Retained,47.99155341279154,51.8139933318403,2.3284061248659627,Retained,2024,2020-2024,ACS five-year,29,33.306692021845876
