geoid,name,estimate_coresident_grandparents_total,estimate_responsible_total,estimate_less_than_six_months,estimate_six_to_eleven_months,estimate_one_or_two_years,estimate_three_or_four_years,estimate_five_plus_years,estimate_not_responsible,moe_coresident_grandparents_total,moe_responsible_total,moe_less_than_six_months,moe_six_to_eleven_months,moe_one_or_two_years,moe_three_or_four_years,moe_five_plus_years,moe_not_responsible,duration_sum,duration_difference,duration_reconciliation_status,coresident_components_sum,coresident_difference,coresident_reconciliation_status,pct_responsible,moe_ratio,moe_exceeds_estimate,high_moe_flag,severe_moe_flag,cv_responsible_percent,responsible_ci90_lower,responsible_ci90_upper,pct_responsible_moe,percent_responsible_grandparents_less_than_six_months,percent_responsible_grandparents_less_than_six_months_moe,percent_responsible_grandparents_six_to_eleven_months,percent_responsible_grandparents_six_to_eleven_months_moe,percent_responsible_grandparents_one_or_two_years,percent_responsible_grandparents_one_or_two_years_moe,percent_responsible_grandparents_three_or_four_years,percent_responsible_grandparents_three_or_four_years_moe,percent_responsible_grandparents_five_plus_years,percent_responsible_grandparents_five_plus_years_moe,pct_responsible_ci90_lower,pct_responsible_ci90_upper,pct_responsible_cv_percent,pct_responsible_exclusion,percent_responsible_grandparents_less_than_six_months_ci90_lower,percent_responsible_grandparents_less_than_six_months_ci90_upper,percent_responsible_grandparents_less_than_six_months_cv_percent,percent_responsible_grandparents_less_than_six_months_exclusion,percent_responsible_grandparents_six_to_eleven_months_ci90_lower,percent_responsible_grandparents_six_to_eleven_months_ci90_upper,percent_responsible_grandparents_six_to_eleven_months_cv_percent,percent_responsible_grandparents_six_to_eleven_months_exclusion,percent_responsible_grandparents_one_or_two_years_ci90_lower,percent_responsible_grandparents_one_or_two_years_ci90_upper,percent_responsible_grandparents_one_or_two_years_cv_percent,percent_responsible_grandparents_one_or_two_years_exclusion,percent_responsible_grandparents_three_or_four_years_ci90_lower,percent_responsible_grandparents_three_or_four_years_ci90_upper,percent_responsible_grandparents_three_or_four_years_cv_percent,percent_responsible_grandparents_three_or_four_years_exclusion,percent_responsible_grandparents_five_plus_years_ci90_lower,percent_responsible_grandparents_five_plus_years_ci90_upper,percent_responsible_grandparents_five_plus_years_cv_percent,percent_responsible_grandparents_five_plus_years_exclusion,acs_year,acs_period,acs_product,state_fips,map_pct_responsible,five_core_county,national_rank_caregiver_count,national_percentile_caregiver_count,national_decile_caregiver_count,eligible_n_caregiver_count,exclusion_reason_caregiver_count,national_rank_caregiving_percent,national_percentile_caregiving_percent,national_decile_caregiving_percent,eligible_n_caregiving_percent,exclusion_reason_caregiving_percent,national_rank_less_than_six_months,national_percentile_less_than_six_months,national_decile_less_than_six_months,eligible_n_less_than_six_months,exclusion_reason_less_than_six_months,national_rank_six_to_eleven_months,national_percentile_six_to_eleven_months,national_decile_six_to_eleven_months,eligible_n_six_to_eleven_months,exclusion_reason_six_to_eleven_months,national_rank_one_or_two_years,national_percentile_one_or_two_years,national_decile_one_or_two_years,eligible_n_one_or_two_years,exclusion_reason_one_or_two_years,national_rank_three_or_four_years,national_percentile_three_or_four_years,national_decile_three_or_four_years,eligible_n_three_or_four_years,exclusion_reason_three_or_four_years,national_rank_five_plus_years,national_percentile_five_plus_years,national_decile_five_plus_years,eligible_n_five_plus_years,exclusion_reason_five_plus_years,rank_by_rate,section,rank_long_term,estimate_population,moe_population,caregivers_per_1000_population,caregivers_per_1000_population_moe,story_scale_exclusion,national_rank_story_scale_caregiving_percent,national_percentile_story_scale_caregiving_percent,national_decile_story_scale_caregiving_percent,eligible_n_story_scale_caregiving_percent,exclusion_reason_story_scale_caregiving_percent,story_rank
13017,"Ben Hill County, Georgia",384,184,0,0,13,8,163,200,158,92,23,23,19,13,89,132,184,0,Pass,384,0,Pass,47.91666666666667,0.5,FALSE,TRUE,FALSE,30.39784159558847,92,276,13.612216722906975,0,12.5,0,12.5,7.065217391304348,9.70302775617235,4.3478260869565215,6.722454824376619,88.58695652173914,19.434572876020344,34.30444994375969,61.52888338957365,17.270901191279858,Retained,0,12.5,NA,Unavailable MOE or zero percentage,0,12.5,NA,Unavailable MOE or zero percentage,0,16.768245147476698,83.49385005272225,Percentage MOE exceeds 50% of estimate,0,11.07028091133314,94.000133767054,Percentage MOE exceeds 50% of estimate,69.1523836457188,100,13.337608401033906,Retained,2024,2020-2024,ACS five-year,13,47.91666666666667,FALSE,1747,44.41793893129771,5,3144,Retained,525,65.74134552580013,7,1531,Retained,NA,NA,NA,132,Unavailable MOE or zero percentage,NA,NA,NA,119,Unavailable MOE or zero percentage,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,5,99.66342557965596,10,1337,Retained,NA,Long-term counties,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13247,"Rockdale County, Georgia",2928,926,51,24,106,11,734,2002,581,335,54,44,62,20,311,436,926,0,Pass,2928,0,Pass,31.62568306010929,0.3617710583153348,FALSE,TRUE,FALSE,21.994118649075897,591,1261,9.566664356485196,5.50755939524838,5.4805860741149095,2.591792656587473,4.658189661920401,11.447084233261338,5.26113187986083,1.187904967602592,2.1166409338392573,79.26565874730022,17.483108023246576,22.059018703624098,41.19234741659449,18.39049276209336,Retained,0.02697332113347084,10.988145469363287,60.49793579190982,Percentage MOE exceeds 50% of estimate,0,7.249982318507875,109.26716001402885,Percentage MOE exceeds 50% of estimate,6.185952353400507,16.70821611312217,27.9419719884329,Retained,0,3.3045459014418492,108.32737900143084,Percentage MOE exceeds 50% of estimate,61.78255072405365,96.7487667705468,13.409306291983912,Retained,2024,2020-2024,ACS five-year,13,31.62568306010929,FALSE,504,83.96946564885496,9,3144,Retained,1187,22.501632919660352,3,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,406,3.452380952380953,1,420,Retained,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,39,97.12041884816756,10,1337,Retained,NA,Long-term counties,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13029,"Bryan County, Georgia",818,318,11,0,54,9,244,500,210,144,18,30,39,12,135,163,318,0,Pass,818,0,Pass,38.87530562347188,0.4528301886792453,FALSE,TRUE,FALSE,27.530120690344276,174,462,14.501484985501415,3.459119496855346,5.439327394932809,0,9.433962264150944,16.9811320754717,9.554052712810078,2.8301886792452833,3.5492897346000767,76.72955974842768,24.39253430180314,24.373820637970464,53.376790608973295,22.678347419803945,Retained,0,8.898446891788154,95.59878615816824,Percentage MOE exceeds 50% of estimate,0,9.433962264150944,NA,Unavailable MOE or zero percentage,7.427079362661621,26.535184788281775,34.20532620194413,Percentage MOE exceeds 50% of estimate,0,6.37947841384536,76.2427946379831,Percentage MOE exceeds 50% of estimate,52.33702544662454,100,19.327111904519025,Retained,2024,2020-2024,ACS five-year,13,38.87530562347188,FALSE,1253,60.098600508905854,7,3144,Retained,893,41.70476812540823,5,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Unavailable MOE or zero percentage,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,55,95.92370979805534,10,1337,Retained,NA,Long-term counties,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13191,"McIntosh County, Georgia",500,312,0,35,10,33,234,188,192,151,23,66,22,35,124,124,312,0,Pass,500,0,Pass,62.4,0.483974358974359,FALSE,TRUE,FALSE,29.42355180085807,161,463,18.38155938542756,0,7.371794871794872,11.21794871794872,20.445268388012977,3.205128205128205,6.878543271265694,10.576923076923077,9.981914966549104,75,16.186492436385418,44.01844061457244,80.78155938542756,17.908965720452866,Retained,0,7.371794871794872,NA,Unavailable MOE or zero percentage,0,31.663217105961696,110.80315046256604,Percentage MOE exceeds 50% of estimate,0,10.0836714763939,130.47395011144135,Percentage MOE exceeds 50% of estimate,0.5950081103739713,20.558838043472186,57.37560304959004,Percentage MOE exceeds 50% of estimate,58.81350756361458,91.18649243638542,13.120918215184927,Retained,2024,2020-2024,ACS five-year,13,62.4,FALSE,1275,59.38295165394402,6,3144,Retained,148,90.365774003919,10,1531,Retained,NA,NA,NA,132,Unavailable MOE or zero percentage,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,66,95.0261780104712,10,1337,Retained,NA,Long-term counties,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13149,"Heard County, Georgia",639,230,0,20,40,0,170,409,218,115,23,25,27,23,111,197,230,0,Pass,639,0,Pass,35.99374021909233,0.5,FALSE,TRUE,FALSE,30.39784159558847,115,345,13.156742507061454,0,10,8.695652173913043,9.962121075990956,17.391304347826086,7.8862422379204595,0,10,73.91304347826086,31.037510082738695,22.83699771203088,49.15048272615378,22.22256271280523,Retained,0,10,NA,Unavailable MOE or zero percentage,0,18.657773249903997,69.65020503753068,Percentage MOE exceeds 50% of estimate,9.5050621099056265,25.277546585746546,27.5683453682657,Retained,0,10,NA,Unavailable MOE or zero percentage,42.87553339552217,100,25.529277935742503,Retained,2024,2020-2024,ACS five-year,13,35.99374021909233,FALSE,1547,50.74745547073791,6,3144,Retained,1023,33.213585891574134,4,1531,Retained,NA,NA,NA,132,Unavailable MOE or zero percentage,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,290,31.071428571428573,4,420,Retained,NA,NA,NA,354,Unavailable MOE or zero percentage,78,94.20344053851908,10,1337,Retained,NA,Long-term counties,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13175,"Laurens County, Georgia",1021,364,13,45,14,25,267,657,233,165,19,74,17,33,147,192,364,0,Pass,1021,0,Pass,35.6513222331048,0.4532967032967033,FALSE,TRUE,FALSE,27.558482765231304,199,529,13.963270545052245,3.571428571428571,4.962379867122156,12.362637362637363,19.542039843622067,3.8461538461538463,4.332708772372533,6.868131868131869,8.514605924442622,73.35164835164835,22.920528888839247,21.688051688052557,49.614592778157046,23.811362922787147,Retained,0,8.533808438550727,84.47355679723333,Percentage MOE exceeds 50% of estimate,0,31.90467720625943,96.10179676003608,Percentage MOE exceeds 50% of estimate,0,8.178862618526379,68.48659737004635,Percentage MOE exceeds 50% of estimate,0,15.38273779257449,75.3700269911872,Percentage MOE exceeds 50% of estimate,50.43111946280911,96.2721772404876,18.997108370622943,Retained,2024,2020-2024,ACS five-year,13,35.6513222331048,FALSE,1147,63.48600508905852,7,3144,Retained,1045,31.77661659046375,4,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,86,93.60508601346298,10,1337,Retained,NA,Long-term counties,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13131,"Grady County, Georgia",746,496,17,0,102,29,348,250,245,196,30,27,64,36,183,119,496,0,Pass,746,0,Pass,66.48793565683646,0.3951612903225806,FALSE,TRUE,FALSE,24.024100615868303,300,692,14.611306084110096,3.4274193548387095,5.89479702194788,0,5.443548387096774,20.56451612903226,10.022797647551103,5.846774193548387,6.880513449537052,70.16129032258065,24.34288107703023,51.87662957272636,81.09924174094655,13.360383758696768,Retained,0,9.322216376786589,104.56211368378104,Percentage MOE exceeds 50% of estimate,0,5.443548387096774,NA,Unavailable MOE or zero percentage,10.541718481481157,30.587313776583365,29.63078861892314,Retained,0,12.72728764308544,71.54466754202089,Percentage MOE exceeds 50% of estimate,45.81840924555043,94.50417139961088,21.09342743149811,Retained,2024,2020-2024,ACS five-year,13,66.48793565683646,FALSE,903,71.27862595419847,8,3144,Retained,91,94.0888308295232,10,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Unavailable MOE or zero percentage,201,52.26190476190476,6,420,Retained,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,125,90.68810770381452,10,1337,Retained,NA,Long-term counties,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13251,"Screven County, Georgia",321,242,0,17,22,34,169,79,130,111,23,20,48,35,87,65,242,0,Pass,321,0,Pass,75.38940809968847,0.4586776859504133,FALSE,TRUE,FALSE,27.885623281903474,131,353,16.234621309569178,0,9.50413223140496,7.024793388429752,7.610473978389544,9.090909090909092,19.391455387871208,14.049586776859504,12.947769895333408,69.83471074380165,16.321988402042546,59.15478679011929,91.62402940925764,13.091957063254572,Retained,0,9.50413223140496,NA,Unavailable MOE or zero percentage,0,14.635267366819296,65.86442324224573,Percentage MOE exceeds 50% of estimate,0,28.482364478780298,129.6808456214545,Percentage MOE exceeds 50% of estimate,1.101816881526096,26.997356672192915,56.02787676897807,Percentage MOE exceeds 50% of estimate,53.5127223417591,86.1566991458442,14.209358431812758,Retained,2024,2020-2024,ACS five-year,13,75.38940809968847,FALSE,1503,52.099236641221374,6,3144,Retained,34,97.81188765512736,10,1531,Retained,NA,NA,NA,132,Unavailable MOE or zero percentage,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,132,90.16454749439043,10,1337,Retained,NA,Long-term counties,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13077,"Coweta County, Georgia",3760,1744,204,80,74,185,1201,2016,676,527,132,82,87,109,508,428,1744,0,Pass,3760,0,Pass,46.38297872340426,0.3021788990825688,FALSE,TRUE,FALSE,18.37117261568248,1217,2271,11.265301469238391,11.69724770642202,6.692758257036026,4.587155963302752,4.492867920692879,4.2431192660550465,4.820940179927686,10.607798165137616,5.365405160041978,68.86467889908256,20.382166471481447,35.11767725416586,57.64828019264265,14.765798101520696,Retained,5.004489449385993,18.390005963458044,34.785175186681286,Percentage MOE exceeds 50% of estimate,0.09428804260987356,9.080023883995633,59.54604049032166,Percentage MOE exceeds 50% of estimate,0,9.064059445982732,69.07473806056737,Percentage MOE exceeds 50% of estimate,5.242393005095637,15.973203325179592,30.750346794328017,Percentage MOE exceeds 50% of estimate,48.482512427601115,89.24684537056402,17.99395212988531,Retained,2024,2020-2024,ACS five-year,13,46.38297872340426,FALSE,258,91.80979643765905,10,3144,Retained,590,61.49575440888308,7,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,144,89.26701570680628,9,1337,Retained,NA,Long-term counties,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13187,"Lumpkin County, Georgia",756,293,1,52,40,2,198,463,260,122,3,54,46,5,104,199,293,0,Pass,756,0,Pass,38.75661375661375,0.41638225255972694,FALSE,TRUE,FALSE,25.31424351304978,171,415,9.09719494226545,0.3412969283276451,1.013980814451062,17.747440273037544,16.883666923589026,13.651877133105804,14.634441820442731,0.6825938566552902,1.682649352109528,67.57679180887372,21.636821903028597,29.659418814348303,47.853808698879206,14.270343253194223,Retained,0,1.355277742778707,180.6217731268841,Percentage MOE exceeds 50% of estimate,0.8637733494485182,34.63110719662657,57.836738684580446,Percentage MOE exceeds 50% of estimate,0,28.286318953548538,65.17132258960916,Percentage MOE exceeds 50% of estimate,0,2.3652432087648183,149.86630180639082,Percentage MOE exceeds 50% of estimate,45.939969905845125,89.21361371190233,19.465638046281327,Retained,2024,2020-2024,ACS five-year,13,38.75661375661375,FALSE,1343,57.23600508905852,6,3144,Retained,901,41.18223383409536,5,1531,Retained,NA,NA,NA,132,Percentage MOE exceeds 50% of estimate,NA,NA,NA,119,Percentage MOE exceeds 50% of estimate,NA,NA,NA,420,Percentage MOE exceeds 50% of estimate,NA,NA,NA,354,Percentage MOE exceeds 50% of estimate,166,87.62154076290201,9,1337,Retained,NA,Long-term counties,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1311560,"Brunswick city, Georgia",624,460,104,62,112,0,182,164,256,218,142,74,135,23,118,98,460,0,Pass,624,0,Pass,73.71794871794873,0.47391304347826085,FALSE,TRUE,FALSE,28.811867251470808,242,678,17.488913430566217,22.60869565217391,28.9504464811291,13.478260869565217,14.76447466099072,24.347826086956523,26.984293393320225,0,5,39.565217391304344,17.505822006534995,56.22903528738251,91.20686214851494,14.423223363833843,Retained,0,51.55914213330301,77.84890378408943,Percentage MOE exceeds 50% of estimate,0,28.242735530555937,66.59734016579445,Percentage MOE exceeds 50% of estimate,0,51.332119480276745,67.37885125427768,Percentage MOE exceeds 50% of estimate,0,5,NA,Unavailable MOE or zero percentage,22.05939538476935,57.07103939783934,26.89934439597803,Retained,2024,2020-2024,ACS five-year,13,NA,NA,524,98.35976028466196,10,32038,Retained,22,97.21141374837872,10,771,Retained,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Unavailable MOE or zero percentage,490,17.45362563237774,2,593,Retained,NA,Places,NA,15307,27,30.051610374338537,14.24175148599944,Retained,14,98.19759679572763,10,749,Retained,1
1319112,"Commerce city, Georgia",352,250,0,5,13,121,111,102,154,116,20,10,20,96,106,76,250,0,Pass,352,0,Pass,71.02272727272727,0.464,FALSE,TRUE,FALSE,28.2091970007061,134,366,10.977492465421385,0,8,2,3.89086314331409,5.2,7.627476395243711,48.4,31.14829372919165,44.4,37.05852233211681,60.04523480730588,82.00021973814864,9.39676889059097,Retained,0,8,NA,Unavailable MOE or zero percentage,0,5.89086314331409,118.27384150057512,Percentage MOE exceeds 50% of estimate,0,12.82747639524371,89.17646893719557,Percentage MOE exceeds 50% of estimate,17.25170627080835,79.54829372919164,39.125656973257414,Percentage MOE exceeds 50% of estimate,7.34147766788319,81.45852233211681,50.74320232514706,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,NA,NA,1092,96.58842624383544,10,32038,Retained,32,95.91439688715953,10,771,Retained,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,Places,NA,8013,33,31.19930113565456,14.475905506166928,Retained,19,97.53004005340452,10,749,Retained,2
1344340,"LaGrange city, Georgia",928,558,0,0,66,121,371,370,292,238,30,30,93,110,209,193,558,0,Pass,928,0,Pass,60.129310344827594,0.4265232974910394,FALSE,TRUE,FALSE,25.930775267921344,320,796,17.314135022618036,0,5.376344086021505,0,5.376344086021505,11.827956989247312,15.884796808951442,21.68458781362007,17.4088775819662,66.48745519713262,24.46814630091118,42.815175322209555,77.44344536744563,17.506015976697388,Retained,0,5.376344086021505,NA,Unavailable MOE or zero percentage,0,5.376344086021505,NA,Unavailable MOE or zero percentage,0,27.71275379819875,81.64783446804583,Percentage MOE exceeds 50% of estimate,4.275710231653871,39.093465395586264,48.8081496076411,Percentage MOE exceeds 50% of estimate,42.01930889622144,90.9556014980438,22.373508902920346,Retained,2024,2020-2024,ACS five-year,13,NA,NA,408,98.72495161995133,10,32038,Retained,72,90.72632944228276,10,771,Retained,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,90,84.90725126475549,9,593,Retained,NA,Places,NA,32078,49,17.395099445102563,7.419367594555343,Retained,57,92.456608811749,10,749,Retained,3
1338964,"Hinesville city, Georgia",732,407,42,19,34,69,243,325,223,180,49,32,42,62,132,155,407,0,Pass,732,0,Pass,55.60109289617486,0.44226044226044225,FALSE,TRUE,FALSE,26.887525735655647,227,587,17.825838657748385,10.319410319410318,11.140742912583592,4.668304668304668,7.586491774715082,8.353808353808354,9.635375618260902,16.953316953316953,13.260475592842358,59.7051597051597,18.831528996981277,37.77525423842648,73.42693155392325,19.491236290574108,Retained,0,21.46015323199391,65.63447480654935,Percentage MOE exceeds 50% of estimate,0,12.25479644301975,98.7994536002608,Percentage MOE exceeds 50% of estimate,0,17.989183972069256,70.12241826791842,Percentage MOE exceeds 50% of estimate,3.692841360474595,30.21379254615931,47.55291694992155,Percentage MOE exceeds 50% of estimate,40.873630708178425,78.53668870214098,19.17548963204592,Retained,2024,2020-2024,ACS five-year,13,NA,NA,606,98.10849616080904,10,32038,Retained,100,87.094682230869,9,771,Retained,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,170,71.41652613827993,8,593,Retained,NA,Places,NA,35679,49,11.40727038313854,5.044960120266727,Retained,85,88.71829105473965,9,749,Retained,4
1301052,"Albany city, Georgia",1464,782,43,83,221,165,270,682,305,218,39,80,137,98,107,215,782,0,Pass,1464,0,Pass,53.41530054644809,0.27877237851662406,FALSE,FALSE,FALSE,16.94815720674754,564,1000,9.894275927373544,5.498721227621484,4.745790729131104,10.61381074168798,9.79294873791514,28.26086956521739,15.647789857523536,21.099744245524295,11.06580436342273,34.52685421994885,9.725100977684898,43.521024619074545,63.30957647382163,11.261366285183051,Retained,0.7529304984903797,10.24451195675259,52.47103421256408,Percentage MOE exceeds 50% of estimate,0.8208620037728398,20.406759479603117,56.093803014527815,Percentage MOE exceeds 50% of estimate,12.613079707693856,43.908659422740925,33.66202418594245,Percentage MOE exceeds 50% of estimate,10.033939882101564,32.16554860894703,31.884421370505333,Percentage MOE exceeds 50% of estimate,24.801753242263956,44.25195519763375,17.12418265142523,Retained,2024,2020-2024,ACS five-year,13,NA,NA,257,99.19938822648103,10,32038,Retained,116,85.01945525291829,9,771,Retained,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,535,9.865092748735243,1,593,Retained,NA,Places,NA,67224,35,11.632750208258956,3.242883788493127,Retained,100,86.71562082777037,9,749,Retained,5
1319000,"Columbus city, Georgia",4411,2052,90,230,504,424,804,2359,639,420,80,181,232,144,267,437,2052,0,Pass,4411,0,Pass,46.52006347766947,0.2046783625730994,FALSE,FALSE,FALSE,12.443560887083,1632,2472,6.726507128337798,4.385964912280701,3.793872894927994,11.20857699805068,8.517097676035124,24.561403508771928,10.126894292485709,20.66276803118908,5.59996491943605,39.1812865497076,10.246504892608838,39.793556349331666,53.24657060600727,8.790671503574334,Retained,0.5920920173527073,8.179837807208695,52.58844956598093,Percentage MOE exceeds 50% of estimate,2.6914793220155566,19.72567467408581,46.1970125298326,Percentage MOE exceeds 50% of estimate,14.43450921628622,34.68829780125763,25.06662361117175,Retained,15.06280311175303,26.262732950625132,16.47667401627151,Retained,28.93478165709876,49.42779144231644,15.898999755344692,Retained,2024,2020-2024,ACS five-year,13,NA,NA,65,99.79867657157126,10,32038,Retained,195,74.77302204928664,8,771,Retained,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,62,60.064935064935064,7,154,Retained,47,59.21052631578947,6,114,Retained,494,16.779089376053964,2,593,Retained,NA,Places,NA,203711,NA,10.073093745551295,NA,Retained,177,76.43524699599466,8,749,Retained,6
1304000,"Atlanta city, Georgia",5789,2563,345,317,208,142,1551,3226,769,482,128,130,85,89,427,629,2563,0,Pass,5789,0,Pass,44.27362238728623,0.18806086617245416,FALSE,FALSE,FALSE,11.433288840478848,2081,3045,5.8937018186262025,13.460788138899726,4.305029937004763,12.368318376902067,4.507411672515343,8.115489660554038,2.9443805855505003,5.540382364416699,3.3124903875048,60.51502145922747,12.167379035777332,38.379920568660026,50.16732420591243,8.09311751033401,Retained,9.155758201894963,17.76581807590449,19.443678444230184,Retained,7.860906704386726,16.875730049417413,22.15589570900852,Retained,5.171109075003538,11.059870246104538,22.057280184022773,Retained,2.2278919769118986,8.852872751921499,36.34859526410376,Percentage MOE exceeds 50% of estimate,48.34764242345014,72.6824004950048,12.223809944849515,Retained,2024,2020-2024,ACS five-year,13,NA,NA,46,99.85798114738748,10,32038,Retained,228,70.49286640726329,8,771,Retained,16,67.70833333333333,7,48,Retained,15,63.75,7,40,Retained,154,0.3246753246753247,1,154,Retained,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,159,73.27150084317032,8,593,Retained,NA,Places,NA,505268,79,5.072555554675934,0.9539488616277604,Retained,209,72.16288384512684,8,749,Retained,7
1369000,"Savannah city, Georgia",2848,1238,186,215,142,105,590,1610,445,274,136,145,92,70,188,360,1238,0,Pass,2848,0,Pass,43.46910112359551,0.22132471728594508,FALSE,FALSE,FALSE,13.45558739449312,964,1512,6.81378236120242,15.024232633279484,10.47010788957446,17.366720516962843,11.063784457789556,11.470113085621971,6.984285075317915,8.481421647819062,5.333592522395643,47.65751211631664,10.92484528117512,36.65531876239309,50.28288348479793,9.529724403259705,Retained,4.554124743705023,25.494340522853943,42.36737927114138,Percentage MOE exceeds 50% of estimate,6.3029360591732875,28.4305049747524,38.73099323123519,Percentage MOE exceeds 50% of estimate,4.485828010304056,18.45439816093989,37.0191975951969,Percentage MOE exceeds 50% of estimate,3.147829125423419,13.815014170214704,38.23172750122343,Percentage MOE exceeds 50% of estimate,36.732666835141515,58.58235739749176,13.936594738850172,Retained,2024,2020-2024,ACS five-year,13,NA,NA,137,99.57394344216245,10,32038,Retained,245,68.28793774319067,7,771,Retained,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,369,37.85834738617201,4,593,Retained,NA,Places,NA,147898,64,8.37063381519696,1.8526246215852609,Retained,226,69.89319092122831,7,749,Retained,8
1373704,"Stockbridge city, Georgia",672,284,70,69,22,13,110,388,246,128,63,56,38,28,74,181,284,0,Pass,672,0,Pass,42.26190476190476,0.4507042253521127,FALSE,TRUE,FALSE,27.400871297431863,156,412,11.111426182384616,24.647887323943664,19.201095000336185,24.295774647887324,16.398313390813684,7.746478873239436,12.916743719890947,4.577464788732395,9.640883030558353,38.732394366197184,19.344017340868024,31.150478579520144,53.37333094428938,15.984294834607866,Retained,5.446792323607479,43.848982324279845,47.36080107888756,Percentage MOE exceeds 50% of estimate,7.89746125707364,40.69408803870101,41.033746823307574,Percentage MOE exceeds 50% of estimate,0,20.663222593130385,101.3728007145166,Percentage MOE exceeds 50% of estimate,0,14.218347819290743,128.04556615089345,Percentage MOE exceeds 50% of estimate,19.38837702532916,58.076411707065205,30.36302736105572,Retained,2024,2020-2024,ACS five-year,13,NA,NA,935,97.07690867095324,10,32038,Retained,260,66.34241245136187,7,771,Retained,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,499,15.935919055649242,2,593,Retained,NA,Places,NA,35737,41,7.946945742507766,3.581710420708463,Retained,241,67.89052069425901,7,749,Retained,9
