geoid,name,duration_sum,duration_difference,duration_reconciliation_status,coresident_components_sum,coresident_difference,coresident_reconciliation_status
0109736,"Brookside town, Alabama",0,0,Pass,36,0,Pass
0109808,"Brookwood town, Alabama",23,0,Pass,33,0,Pass
0109880,"Broomtown CDP, Alabama",0,0,Pass,0,0,Pass
0110240,"Brundidge city, Alabama",62,0,Pass,65,0,Pass
0110456,"Bucks CDP, Alabama",0,0,Pass,0,0,Pass
0111032,"Butler town, Alabama",0,0,Pass,10,0,Pass
0111416,"Calera city, Alabama",452,0,Pass,715,0,Pass
0111488,"Calvert CDP, Alabama",0,0,Pass,0,0,Pass
0111512,"Camden city, Alabama",5,0,Pass,39,0,Pass
0111680,"Camp Hill town, Alabama",29,0,Pass,29,0,Pass
0112016,"Carbon Hill city, Alabama",15,0,Pass,55,0,Pass
0112040,"Cardiff town, Alabama",0,0,Pass,0,0,Pass
0112070,"Carlisle-Rockledge CDP, Alabama",76,0,Pass,76,0,Pass
0112112,"Carlton CDP, Alabama",0,0,Pass,0,0,Pass
0112160,"Carolina town, Alabama",0,0,Pass,0,0,Pass
0112304,"Carrollton town, Alabama",3,0,Pass,5,0,Pass
0112496,"Castleberry town, Alabama",6,0,Pass,6,0,Pass
0112544,"Catherine CDP, Alabama",0,0,Pass,0,0,Pass
0112760,"Cedar Bluff town, Alabama",20,0,Pass,47,0,Pass
0113264,"Center Point city, Alabama",198,0,Pass,580,0,Pass
0113648,"Centre city, Alabama",0,0,Pass,40,0,Pass
0113672,"Centreville city, Alabama",9,0,Pass,46,0,Pass
0114008,"Chatom town, Alabama",0,0,Pass,0,0,Pass
0114104,"Chelsea city, Alabama",34,0,Pass,268,0,Pass
0114152,"Cherokee town, Alabama",14,0,Pass,21,0,Pass
0114202,"Cherokee Ridge town, Alabama",0,0,Pass,0,0,Pass
0114392,"Chickasaw city, Alabama",99,0,Pass,139,0,Pass
0114464,"Childersburg city, Alabama",21,0,Pass,98,0,Pass
0114728,"Choccolocco CDP, Alabama",0,0,Pass,0,0,Pass
0114968,"Chunchula CDP, Alabama",0,0,Pass,0,0,Pass
0115064,"Citronelle city, Alabama",10,0,Pass,19,0,Pass
0115136,"Clanton city, Alabama",93,0,Pass,251,0,Pass
0115256,"Clay city, Alabama",215,0,Pass,393,0,Pass
0115304,"Clayhatchee town, Alabama",0,0,Pass,11,0,Pass
0115376,"Clayton city, Alabama",23,0,Pass,23,0,Pass
0115472,"Cleveland town, Alabama",15,0,Pass,15,0,Pass
0115640,"Clio city, Alabama",19,0,Pass,19,0,Pass
0116000,"Coaling city, Alabama",55,0,Pass,139,0,Pass
0116080,"Coats Bend CDP, Alabama",10,0,Pass,53,0,Pass
0116240,"Coffee Springs town, Alabama",0,0,Pass,0,0,Pass
0116264,"Coffeeville town, Alabama",0,0,Pass,9,0,Pass
0116312,"Coker town, Alabama",3,0,Pass,3,0,Pass
0116600,"Collinsville city, Alabama",205,0,Pass,223,0,Pass
0116684,"Colony town, Alabama",15,0,Pass,18,0,Pass
0116744,"Columbia town, Alabama",15,0,Pass,15,0,Pass
0116768,"Columbiana city, Alabama",59,0,Pass,102,0,Pass
0116936,"Concord CDP, Alabama",71,0,Pass,71,0,Pass
0117176,"Coosada town, Alabama",26,0,Pass,43,0,Pass
0117368,"Cordova town, Alabama",6,0,Pass,29,0,Pass
0117704,"Cottondale CDP, Alabama",0,0,Pass,30,0,Pass
0117824,"Cottonwood town, Alabama",8,0,Pass,8,0,Pass
0117968,"County Line town, Alabama",5,0,Pass,11,0,Pass
0118040,"Courtland town, Alabama",45,0,Pass,70,0,Pass
0118088,"Cowarts town, Alabama",31,0,Pass,46,0,Pass
0118304,"Creola town, Alabama",17,0,Pass,30,0,Pass
0118856,"Crossville town, Alabama",10,0,Pass,50,0,Pass
0118952,"Cuba town, Alabama",0,0,Pass,0,0,Pass
0118976,"Cullman city, Alabama",173,0,Pass,265,0,Pass
0119024,"Cullomburg CDP, Alabama",0,0,Pass,0,0,Pass
0119216,"Cusseta town, Alabama",0,0,Pass,0,0,Pass
0119336,"Dadeville city, Alabama",76,0,Pass,152,0,Pass
0119360,"Daleville city, Alabama",99,0,Pass,162,0,Pass
0119648,"Daphne city, Alabama",113,0,Pass,433,0,Pass
0119744,"Dauphin Island town, Alabama",14,0,Pass,14,0,Pass
0119816,"Daviston town, Alabama",0,0,Pass,1,0,Pass
0119912,"Dayton town, Alabama",0,0,Pass,2,0,Pass
0120008,"Deatsville town, Alabama",41,0,Pass,48,0,Pass
0120104,"Decatur city, Alabama",452,0,Pass,952,0,Pass
0120152,"Deer Park CDP, Alabama",0,0,Pass,0,0,Pass
0120272,"Delta CDP, Alabama",0,0,Pass,0,0,Pass
0120296,"Demopolis city, Alabama",24,0,Pass,35,0,Pass
0120392,"Detroit town, Alabama",0,0,Pass,5,0,Pass
0120955,"Dodge City town, Alabama",8,0,Pass,16,0,Pass
0121136,"Dora city, Alabama",134,0,Pass,176,0,Pass
0121184,"Dothan city, Alabama",714,0,Pass,1604,0,Pass
0121280,"Double Springs town, Alabama",11,0,Pass,14,0,Pass
0121328,"Douglas town, Alabama",16,0,Pass,28,0,Pass
0121448,"Dozier town, Alabama",3,0,Pass,3,0,Pass
0121890,"Dunnavant CDP, Alabama",0,0,Pass,0,0,Pass
0121952,"Dutton town, Alabama",0,0,Pass,2,0,Pass
0122088,"Eagle Point CDP, Alabama",5,0,Pass,16,0,Pass
0122216,"East Brewton city, Alabama",11,0,Pass,11,0,Pass
0122504,"East Point CDP, Alabama",0,0,Pass,0,0,Pass
0122816,"Eclectic town, Alabama",0,0,Pass,9,0,Pass
0123032,"Edgewater CDP, Alabama",57,0,Pass,57,0,Pass
0123176,"Edwardsville town, Alabama",0,0,Pass,8,0,Pass
0123224,"Egypt CDP, Alabama",0,0,Pass,0,0,Pass
0123296,"Elba city, Alabama",27,0,Pass,103,0,Pass
0123320,"Elberta town, Alabama",17,0,Pass,42,0,Pass
0123344,"Eldridge town, Alabama",0,0,Pass,0,0,Pass
0123488,"Elkmont town, Alabama",0,0,Pass,0,0,Pass
0123656,"Elmore town, Alabama",53,0,Pass,135,0,Pass
0123872,"Emelle town, Alabama",0,0,Pass,0,0,Pass
0123880,"Emerald Mountain CDP, Alabama",32,0,Pass,115,0,Pass
0124184,"Enterprise city, Alabama",167,0,Pass,572,0,Pass
0124256,"Epes town, Alabama",28,0,Pass,33,0,Pass
0124280,"Equality CDP, Alabama",0,0,Pass,0,0,Pass
0124472,"Ethelsville town, Alabama",0,0,Pass,0,0,Pass
0124568,"Eufaula city, Alabama",126,0,Pass,327,0,Pass
0124616,"Eunola CDP, Alabama",0,0,Pass,0,0,Pass
0124664,"Eutaw city, Alabama",98,0,Pass,176,0,Pass
0124688,"Eva town, Alabama",0,0,Pass,0,0,Pass
0124808,"Evergreen city, Alabama",35,0,Pass,113,0,Pass
0124880,"Excel town, Alabama",0,0,Pass,5,0,Pass
0125120,"Fairfield city, Alabama",360,0,Pass,439,0,Pass
0125216,"Fairford CDP, Alabama",0,0,Pass,0,0,Pass
0125240,"Fairhope city, Alabama",84,0,Pass,213,0,Pass
0125384,"Fairview town, Alabama",30,0,Pass,33,0,Pass
0125648,"Falkville town, Alabama",17,0,Pass,18,0,Pass
0125816,"Faunsdale town, Alabama",3,0,Pass,6,0,Pass
0125840,"Fayette city, Alabama",113,0,Pass,146,0,Pass
0125864,"Fayetteville CDP, Alabama",0,0,Pass,7,0,Pass
0126152,"Fitzpatrick CDP, Alabama",0,0,Pass,0,0,Pass
0126200,"Five Points town, Alabama",2,0,Pass,2,0,Pass
0126824,"Flomaton town, Alabama",12,0,Pass,35,0,Pass
0126848,"Florala town, Alabama",93,0,Pass,119,0,Pass
0126896,"Florence city, Alabama",607,0,Pass,802,0,Pass
0126992,"Foley city, Alabama",14,0,Pass,176,0,Pass
0127088,"Forestdale CDP, Alabama",63,0,Pass,204,0,Pass
0127376,"Forkland town, Alabama",17,0,Pass,40,0,Pass
0127520,"Fort Deposit town, Alabama",15,0,Pass,19,0,Pass
0127616,"Fort Payne city, Alabama",57,0,Pass,80,0,Pass
0127640,"Fort Rucker CDP, Alabama",14,0,Pass,28,0,Pass
0128024,"Franklin town, Alabama",9,0,Pass,17,0,Pass
0128120,"Fredonia CDP, Alabama",12,0,Pass,12,0,Pass
0128312,"Frisco City town, Alabama",54,0,Pass,101,0,Pass
0128408,"Fruitdale CDP, Alabama",0,0,Pass,0,0,Pass
0128432,"Fruithurst town, Alabama",14,0,Pass,38,0,Pass
0128504,"Fulton town, Alabama",18,0,Pass,29,0,Pass
0128552,"Fultondale city, Alabama",175,0,Pass,266,0,Pass
0128672,"Fyffe town, Alabama",0,0,Pass,0,0,Pass
0128696,"Gadsden city, Alabama",296,0,Pass,756,0,Pass
0128768,"Gainesville town, Alabama",0,0,Pass,6,0,Pass
0128816,"Gallant CDP, Alabama",0,0,Pass,0,0,Pass
0128936,"Gantt town, Alabama",0,0,Pass,2,0,Pass
0129032,"Garden City town, Alabama",2,0,Pass,18,0,Pass
0129056,"Gardendale city, Alabama",26,0,Pass,201,0,Pass
0129296,"Gaylesville town, Alabama",0,0,Pass,3,0,Pass
0129392,"Geiger town, Alabama",3,0,Pass,5,0,Pass
0129464,"Geneva city, Alabama",111,0,Pass,151,0,Pass
0129560,"Georgiana town, Alabama",10,0,Pass,27,0,Pass
0129608,"Geraldine town, Alabama",5,0,Pass,7,0,Pass
0129704,"Gilbertown town, Alabama",8,0,Pass,13,0,Pass
0129944,"Glen Allen town, Alabama",3,0,Pass,4,0,Pass
0129992,"Glencoe city, Alabama",64,0,Pass,91,0,Pass
0130160,"Glenwood town, Alabama",0,0,Pass,0,0,Pass
0130448,"Goldville town, Alabama",0,0,Pass,0,0,Pass
0130496,"Good Hope city, Alabama",5,0,Pass,70,0,Pass
0130640,"Goodwater town, Alabama",0,0,Pass,13,0,Pass
0130736,"Gordo town, Alabama",28,0,Pass,50,0,Pass
0130760,"Gordon town, Alabama",2,0,Pass,5,0,Pass
0130808,"Gordonville town, Alabama",0,0,Pass,9,0,Pass
0130880,"Goshen town, Alabama",3,0,Pass,6,0,Pass
0131000,"Graham CDP, Alabama",0,0,Pass,0,0,Pass
0131024,"Grand Bay CDP, Alabama",48,0,Pass,69,0,Pass
0131096,"Grant town, Alabama",2,0,Pass,9,0,Pass
0131348,"Grayson Valley CDP, Alabama",0,0,Pass,113,0,Pass
0131384,"Graysville city, Alabama",38,0,Pass,57,0,Pass
0131720,"Greensboro city, Alabama",12,0,Pass,12,0,Pass
0131912,"Greenville city, Alabama",135,0,Pass,244,0,Pass
0132056,"Grimes town, Alabama",5,0,Pass,21,0,Pass
0132080,"Grove Hill town, Alabama",0,0,Pass,2,0,Pass
0132224,"Guin city, Alabama",7,0,Pass,7,0,Pass
0132248,"Gulfcrest CDP, Alabama",0,0,Pass,0,0,Pass
0132272,"Gulf Shores city, Alabama",112,0,Pass,179,0,Pass
0132416,"Guntersville city, Alabama",103,0,Pass,159,0,Pass
0132440,"Gurley town, Alabama",6,0,Pass,8,0,Pass
0132536,"Gu-Win town, Alabama",0,0,Pass,0,0,Pass
0132560,"Hackleburg town, Alabama",23,0,Pass,33,0,Pass
0132584,"Hackneyville CDP, Alabama",0,0,Pass,45,0,Pass
0132656,"Haleburg town, Alabama",0,0,Pass,6,0,Pass
0132704,"Haleyville city, Alabama",10,0,Pass,95,0,Pass
0132848,"Hamilton city, Alabama",0,0,Pass,28,0,Pass
0132896,"Hammondville town, Alabama",0,0,Pass,0,0,Pass
0132968,"Hanceville city, Alabama",20,0,Pass,20,0,Pass
0133064,"Hanover CDP, Alabama",0,0,Pass,0,0,Pass
0133256,"Harpersville town, Alabama",30,0,Pass,49,0,Pass
0133424,"Hartford city, Alabama",10,0,Pass,48,0,Pass
0133448,"Hartselle city, Alabama",90,0,Pass,273,0,Pass
0133472,"Harvest CDP, Alabama",74,0,Pass,98,0,Pass
0133544,"Hatton CDP, Alabama",0,0,Pass,0,0,Pass
0133640,"Hayden town, Alabama",5,0,Pass,45,0,Pass
0133712,"Hayneville town, Alabama",0,0,Pass,3,0,Pass
0133808,"Hazel Green CDP, Alabama",0,0,Pass,115,0,Pass
0133856,"Headland city, Alabama",76,0,Pass,88,0,Pass
0133904,"Heath town, Alabama",1,0,Pass,1,0,Pass
0133976,"Heflin city, Alabama",46,0,Pass,212,0,Pass
0134024,"Helena city, Alabama",157,0,Pass,223,0,Pass
0134096,"Henagar city, Alabama",38,0,Pass,131,0,Pass
0134480,"Highland Lake town, Alabama",0,0,Pass,16,0,Pass
0134490,"Highland Lakes CDP, Alabama",0,0,Pass,41,0,Pass
0134816,"Hillsboro town, Alabama",3,0,Pass,27,0,Pass
0134984,"Hissop CDP, Alabama",0,0,Pass,0,0,Pass
0135130,"Hobson CDP, Alabama",0,0,Pass,0,0,Pass
0135152,"Hobson City town, Alabama",18,0,Pass,24,0,Pass
0135200,"Hodges town, Alabama",24,0,Pass,30,0,Pass
0135392,"Hokes Bluff city, Alabama",70,0,Pass,70,0,Pass
0135512,"Hollins CDP, Alabama",11,0,Pass,11,0,Pass
0135536,"Hollis Crossroads CDP, Alabama",0,0,Pass,0,0,Pass
0135560,"Holly Pond town, Alabama",2,0,Pass,15,0,Pass
0135632,"Hollywood town, Alabama",10,0,Pass,19,0,Pass
0135704,"Holt CDP, Alabama",108,0,Pass,246,0,Pass
0135752,"Holtville CDP, Alabama",0,0,Pass,50,0,Pass
0135800,"Homewood city, Alabama",65,0,Pass,139,0,Pass
0135896,"Hoover city, Alabama",505,0,Pass,1426,0,Pass
0136088,"Horn Hill town, Alabama",0,0,Pass,0,0,Pass
0136448,"Hueytown city, Alabama",193,0,Pass,727,0,Pass
0136592,"Huguley CDP, Alabama",46,0,Pass,131,0,Pass
0137000,"Huntsville city, Alabama",1167,0,Pass,2984,0,Pass
0137096,"Hurtsboro town, Alabama",11,0,Pass,12,0,Pass
0137264,"Hytop town, Alabama",7,0,Pass,13,0,Pass
0137312,"Ider town, Alabama",18,0,Pass,33,0,Pass
0137465,"Indian Springs Village city, Alabama",51,0,Pass,69,0,Pass
0137864,"Irondale city, Alabama",193,0,Pass,400,0,Pass
0138032,"Ivalee CDP, Alabama",11,0,Pass,11,0,Pass
0138152,"Jackson city, Alabama",60,0,Pass,60,0,Pass
0138248,"Jacksons' Gap town, Alabama",13,0,Pass,26,0,Pass
0138272,"Jacksonville city, Alabama",73,0,Pass,128,0,Pass
0138416,"Jasper city, Alabama",156,0,Pass,242,0,Pass
0138608,"Jemison city, Alabama",5,0,Pass,108,0,Pass
0139064,"Joppa CDP, Alabama",0,0,Pass,22,0,Pass
0139280,"Kansas town, Alabama",0,0,Pass,7,0,Pass
0139472,"Kellyton town, Alabama",0,0,Pass,0,0,Pass
0139520,"Kennedy town, Alabama",6,0,Pass,6,0,Pass
0139784,"Killen town, Alabama",22,0,Pass,32,0,Pass
0139856,"Kimberly city, Alabama",0,0,Pass,37,0,Pass
0140072,"Kinsey city, Alabama",2,0,Pass,52,0,Pass
0140096,"Kinston town, Alabama",15,0,Pass,19,0,Pass
0140648,"Ladonia CDP, Alabama",12,0,Pass,26,0,Pass
0140672,"La Fayette city, Alabama",32,0,Pass,55,0,Pass
0140888,"Lakeview town, Alabama",0,0,Pass,4,0,Pass
0140928,"Lake View city, Alabama",95,0,Pass,124,0,Pass
0141296,"Lanett city, Alabama",117,0,Pass,422,0,Pass
0141368,"Langston town, Alabama",0,0,Pass,6,0,Pass
0141968,"Leeds city, Alabama",251,0,Pass,336,0,Pass
0142016,"Leesburg town, Alabama",0,0,Pass,9,0,Pass
0142160,"Leighton town, Alabama",19,0,Pass,32,0,Pass
0142304,"Leroy CDP, Alabama",0,0,Pass,17,0,Pass
0142352,"Lester town, Alabama",0,0,Pass,0,0,Pass
0142472,"Level Plains town, Alabama",66,0,Pass,71,0,Pass
0142640,"Lexington town, Alabama",2,0,Pass,4,0,Pass
0142808,"Libertyville town, Alabama",0,0,Pass,0,0,Pass
0142928,"Lillian CDP, Alabama",0,0,Pass,0,0,Pass
0143120,"Lincoln city, Alabama",84,0,Pass,238,0,Pass
0143240,"Linden town, Alabama",86,0,Pass,121,0,Pass
0143264,"Lineville city, Alabama",0,0,Pass,11,0,Pass
0143336,"Lipscomb city, Alabama",67,0,Pass,86,0,Pass
0143384,"Lisman town, Alabama",50,0,Pass,55,0,Pass
0143648,"Littleville town, Alabama",21,0,Pass,28,0,Pass
0143720,"Livingston city, Alabama",75,0,Pass,96,0,Pass
0143744,"Loachapoka town, Alabama",0,0,Pass,0,0,Pass
0143816,"Lockhart town, Alabama",0,0,Pass,0,0,Pass
0143888,"Locust Fork town, Alabama",25,0,Pass,53,0,Pass
0144160,"Lookout Mountain CDP, Alabama",6,0,Pass,23,0,Pass
0144344,"Louisville town, Alabama",1,0,Pass,3,0,Pass
0144536,"Lowndesboro town, Alabama",0,0,Pass,0,0,Pass
0144608,"Loxley city, Alabama",0,0,Pass,6,0,Pass
0144728,"Luverne city, Alabama",105,0,Pass,135,0,Pass
0144800,"Lynn town, Alabama",20,0,Pass,26,0,Pass
0145040,"McCalla CDP, Alabama",212,0,Pass,402,0,Pass
0145208,"McDonald Chapel CDP, Alabama",0,0,Pass,0,0,Pass
0145316,"Macedonia CDP, Alabama",0,0,Pass,10,0,Pass
0145472,"McIntosh town, Alabama",7,0,Pass,7,0,Pass
0145496,"McKenzie town, Alabama",8,0,Pass,11,0,Pass
0145640,"McMullen town, Alabama",0,0,Pass,0,0,Pass
0145784,"Madison city, Alabama",219,0,Pass,517,0,Pass
0145904,"Madrid town, Alabama",2,0,Pass,6,0,Pass
0146072,"Magnolia Springs town, Alabama",0,0,Pass,0,0,Pass
0146192,"Malcolm CDP, Alabama",60,0,Pass,60,0,Pass
0146264,"Malvern town, Alabama",22,0,Pass,29,0,Pass
0146504,"Maplesville town, Alabama",10,0,Pass,65,0,Pass
0146600,"Marbury CDP, Alabama",16,0,Pass,16,0,Pass
0146696,"Margaret city, Alabama",125,0,Pass,125,0,Pass
0146768,"Marion city, Alabama",0,0,Pass,55,0,Pass
0147728,"Maytown town, Alabama",1,0,Pass,2,0,Pass
0147740,"Meadowbrook CDP, Alabama",109,0,Pass,130,0,Pass
0147848,"Megargel CDP, Alabama",0,0,Pass,0,0,Pass
0148052,"Memphis town, Alabama",8,0,Pass,8,0,Pass
0148064,"Mentone town, Alabama",3,0,Pass,9,0,Pass
0148112,"Meridianville CDP, Alabama",46,0,Pass,193,0,Pass
0148376,"Midfield city, Alabama",67,0,Pass,155,0,Pass
0148400,"Midland City city, Alabama",6,0,Pass,20,0,Pass
0148424,"Midway town, Alabama",6,0,Pass,10,0,Pass
0148616,"Mignon CDP, Alabama",0,0,Pass,0,0,Pass
0148712,"Millbrook city, Alabama",235,0,Pass,480,0,Pass
0148784,"Millerville CDP, Alabama",0,0,Pass,0,0,Pass
0148808,"Millport town, Alabama",54,0,Pass,68,0,Pass
0148832,"Millry town, Alabama",0,0,Pass,0,0,Pass
0149072,"Minor CDP, Alabama",48,0,Pass,77,0,Pass
0150000,"Mobile city, Alabama",2677,0,Pass,5046,0,Pass
0150192,"Monroeville city, Alabama",9,0,Pass,51,0,Pass
0150312,"Montevallo city, Alabama",37,0,Pass,169,0,Pass
0151000,"Montgomery city, Alabama",2061,0,Pass,4287,0,Pass
0151096,"Moody city, Alabama",116,0,Pass,322,0,Pass
0151216,"Moores Mill CDP, Alabama",31,0,Pass,55,0,Pass
0151264,"Mooresville town, Alabama",0,0,Pass,0,0,Pass
0151456,"Morris city, Alabama",49,0,Pass,127,0,Pass
0151469,"Morrison Crossroads CDP, Alabama",0,0,Pass,0,0,Pass
0151520,"Mosses town, Alabama",0,0,Pass,10,0,Pass
0151600,"Moulton city, Alabama",9,0,Pass,9,0,Pass
0151648,"Moundville town, Alabama",16,0,Pass,36,0,Pass
0151696,"Mountain Brook city, Alabama",65,0,Pass,65,0,Pass
0152320,"Mount Olive CDP (Coosa County), Alabama",0,0,Pass,0,0,Pass
0152344,"Mount Olive CDP (Jefferson County), Alabama",6,0,Pass,29,0,Pass
0152608,"Mount Vernon town, Alabama",36,0,Pass,47,0,Pass
0152680,"Movico CDP, Alabama",0,0,Pass,0,0,Pass
0152776,"Mulga town, Alabama",27,0,Pass,40,0,Pass
0152848,"Munford town, Alabama",17,0,Pass,53,0,Pass
0153016,"Muscle Shoals city, Alabama",59,0,Pass,177,0,Pass
0153112,"Myrtlewood town, Alabama",0,0,Pass,0,0,Pass
0153208,"Nanafalia CDP, Alabama",0,0,Pass,0,0,Pass
0153232,"Nances Creek CDP, Alabama",0,0,Pass,9,0,Pass
0153256,"Napier Field town, Alabama",5,0,Pass,7,0,Pass
0153376,"Natural Bridge town, Alabama",0,0,Pass,0,0,Pass
0153400,"Nauvoo town, Alabama",0,0,Pass,6,0,Pass
0153448,"Nectar town, Alabama",0,0,Pass,6,0,Pass
0153472,"Needham town, Alabama",0,0,Pass,0,0,Pass
0153784,"Newbern town, Alabama",9,0,Pass,11,0,Pass
0153856,"New Brockton town, Alabama",6,0,Pass,13,0,Pass
0154168,"New Hope city, Alabama",56,0,Pass,56,0,Pass
0154312,"New Market CDP, Alabama",21,0,Pass,21,0,Pass
0154432,"New Site town, Alabama",0,0,Pass,5,0,Pass
0154480,"Newton town, Alabama",7,0,Pass,33,0,Pass
0154582,"New Union CDP, Alabama",0,0,Pass,0,0,Pass
0154600,"Newville town, Alabama",11,0,Pass,30,0,Pass
0154696,"Nixburg CDP, Alabama",0,0,Pass,0,0,Pass
0155044,"North Courtland town, Alabama",2,0,Pass,2,0,Pass
0155152,"North Johns town, Alabama",6,0,Pass,15,0,Pass
0155200,"Northport city, Alabama",273,0,Pass,310,0,Pass
0155440,"Notasulga town, Alabama",26,0,Pass,26,0,Pass
0155752,"Oak Grove town, Alabama",0,0,Pass,38,0,Pass
0155848,"Oak Hill town, Alabama",0,0,Pass,0,0,Pass
0155992,"Oakman town, Alabama",8,0,Pass,16,0,Pass
0156400,"Odenville city, Alabama",9,0,Pass,134,0,Pass
0156472,"Ohatchee town, Alabama",42,0,Pass,42,0,Pass
0157000,"Oneonta city, Alabama",43,0,Pass,154,0,Pass
0157024,"Onycha town, Alabama",26,0,Pass,26,0,Pass
0157048,"Opelika city, Alabama",388,0,Pass,514,0,Pass
0157120,"Opp city, Alabama",101,0,Pass,151,0,Pass
0157144,"Orange Beach city, Alabama",44,0,Pass,146,0,Pass
0157240,"Orrville town, Alabama",0,0,Pass,0,0,Pass
0157384,"Our Town CDP, Alabama",0,0,Pass,0,0,Pass
0157504,"Owens Cross Roads city, Alabama",7,0,Pass,37,0,Pass
0157576,"Oxford city, Alabama",225,0,Pass,384,0,Pass
0157648,"Ozark city, Alabama",248,0,Pass,379,0,Pass
0157696,"Paint Rock town, Alabama",0,0,Pass,3,0,Pass
0157912,"Panola CDP, Alabama",0,0,Pass,7,0,Pass
0158272,"Parrish town, Alabama",43,0,Pass,57,0,Pass
0158680,"Pea Ridge CDP, Alabama",0,0,Pass,47,0,Pass
0158848,"Pelham city, Alabama",40,0,Pass,553,0,Pass
