geoid,name,state_fips,acs_period,metric,value,national_rank,national_percentile,national_decile,eligible_n,exclusion_reason
02180,"Nome Census Area, Alaska",02,2020-2024,caregiver_count,290,1352,56.965648854961835,6,3144,Retained
02185,"North Slope Borough, Alaska",02,2020-2024,caregiver_count,201,1672,46.771628498727736,5,3144,Retained
02188,"Northwest Arctic Borough, Alaska",02,2020-2024,caregiver_count,255,1464,53.43511450381679,6,3144,Retained
02195,"Petersburg Borough, Alaska",02,2020-2024,caregiver_count,20,2813,10.400763358778626,2,3144,Retained
02198,"Prince of Wales-Hyder Census Area, Alaska",02,2020-2024,caregiver_count,87,2289,27.083333333333332,3,3144,Retained
02220,"Sitka City and Borough, Alaska",02,2020-2024,caregiver_count,40,2626,16.4440203562341,2,3144,Retained
02230,"Skagway Municipality, Alaska",02,2020-2024,caregiver_count,2,3024,3.6259541984732824,1,3144,Retained
02240,"Southeast Fairbanks Census Area, Alaska",02,2020-2024,caregiver_count,120,2077,33.778625954198475,4,3144,Retained
02275,"Wrangell City and Borough, Alaska",02,2020-2024,caregiver_count,41,2614,16.698473282442748,2,3144,Retained
02282,"Yakutat City and Borough, Alaska",02,2020-2024,caregiver_count,9,2928,6.711195928753181,1,3144,Retained
02290,"Yukon-Koyukuk Census Area, Alaska",02,2020-2024,caregiver_count,164,1844,41.23727735368957,5,3144,Retained
04001,"Apache County, Arizona",04,2020-2024,caregiver_count,1284,363,88.47010178117048,9,3144,Retained
04003,"Cochise County, Arizona",04,2020-2024,caregiver_count,1022,458,85.43256997455471,9,3144,Retained
04005,"Coconino County, Arizona",04,2020-2024,caregiver_count,1514,310,90.1558524173028,10,3144,Retained
04007,"Gila County, Arizona",04,2020-2024,caregiver_count,521,859,72.69402035623409,8,3144,Retained
04009,"Graham County, Arizona",04,2020-2024,caregiver_count,404,1057,66.38040712468194,7,3144,Retained
04011,"Greenlee County, Arizona",04,2020-2024,caregiver_count,109,2152,31.345419847328245,4,3144,Retained
04012,"La Paz County, Arizona",04,2020-2024,caregiver_count,223,1576,49.840966921119595,5,3144,Retained
04013,"Maricopa County, Arizona",04,2020-2024,caregiver_count,24748,4,99.88867684478372,10,3144,Retained
04015,"Mohave County, Arizona",04,2020-2024,caregiver_count,1343,351,88.85178117048346,9,3144,Retained
04017,"Navajo County, Arizona",04,2020-2024,caregiver_count,2777,156,95.05407124681933,10,3144,Retained
04019,"Pima County, Arizona",04,2020-2024,caregiver_count,6337,37,98.83905852417303,10,3144,Retained
04021,"Pinal County, Arizona",04,2020-2024,caregiver_count,3573,105,96.67620865139949,10,3144,Retained
04023,"Santa Cruz County, Arizona",04,2020-2024,caregiver_count,440,1011,67.81170483460559,7,3144,Retained
04025,"Yavapai County, Arizona",04,2020-2024,caregiver_count,1276,368,88.31106870229007,9,3144,Retained
04027,"Yuma County, Arizona",04,2020-2024,caregiver_count,1975,225,92.84351145038168,10,3144,Retained
05001,"Arkansas County, Arkansas",05,2020-2024,caregiver_count,335,1209,61.48218829516539,7,3144,Retained
05003,"Ashley County, Arkansas",05,2020-2024,caregiver_count,66,2422,22.868956743002546,3,3144,Retained
05005,"Baxter County, Arkansas",05,2020-2024,caregiver_count,272,1411,54.99363867684478,6,3144,Retained
05007,"Benton County, Arkansas",05,2020-2024,caregiver_count,2104,206,93.44783715012723,10,3144,Retained
05009,"Boone County, Arkansas",05,2020-2024,caregiver_count,728,637,79.73918575063614,8,3144,Retained
05011,"Bradley County, Arkansas",05,2020-2024,caregiver_count,261,1455,53.721374045801525,6,3144,Retained
05013,"Calhoun County, Arkansas",05,2020-2024,caregiver_count,162,1856,40.87150127226463,5,3144,Retained
05015,"Carroll County, Arkansas",05,2020-2024,caregiver_count,274,1402,55.3117048346056,6,3144,Retained
05017,"Chicot County, Arkansas",05,2020-2024,caregiver_count,281,1378,56.07506361323155,6,3144,Retained
05019,"Clark County, Arkansas",05,2020-2024,caregiver_count,189,1731,44.910941475826974,5,3144,Retained
05021,"Clay County, Arkansas",05,2020-2024,caregiver_count,298,1322,57.87213740458015,6,3144,Retained
05023,"Cleburne County, Arkansas",05,2020-2024,caregiver_count,395,1074,65.83969465648855,7,3144,Retained
05025,"Cleveland County, Arkansas",05,2020-2024,caregiver_count,80,2325,25.986005089058523,3,3144,Retained
05027,"Columbia County, Arkansas",05,2020-2024,caregiver_count,288,1359,56.74300254452926,6,3144,Retained
05029,"Conway County, Arkansas",05,2020-2024,caregiver_count,390,1084,65.5057251908397,7,3144,Retained
05031,"Craighead County, Arkansas",05,2020-2024,caregiver_count,976,476,84.86005089058524,9,3144,Retained
05033,"Crawford County, Arkansas",05,2020-2024,caregiver_count,531,847,73.07569974554707,8,3144,Retained
05035,"Crittenden County, Arkansas",05,2020-2024,caregiver_count,705,659,79.0235368956743,8,3144,Retained
05037,"Cross County, Arkansas",05,2020-2024,caregiver_count,341,1194,62.00699745547074,7,3144,Retained
05039,"Dallas County, Arkansas",05,2020-2024,caregiver_count,76,2350,25.127226463104325,3,3144,Retained
05041,"Desha County, Arkansas",05,2020-2024,caregiver_count,212,1627,48.23473282442748,5,3144,Retained
05043,"Drew County, Arkansas",05,2020-2024,caregiver_count,351,1174,62.62722646310433,7,3144,Retained
05045,"Faulkner County, Arkansas",05,2020-2024,caregiver_count,1061,440,86.02099236641222,9,3144,Retained
05047,"Franklin County, Arkansas",05,2020-2024,caregiver_count,274,1402,55.3117048346056,6,3144,Retained
05049,"Fulton County, Arkansas",05,2020-2024,caregiver_count,148,1928,38.58142493638677,4,3144,Retained
05051,"Garland County, Arkansas",05,2020-2024,caregiver_count,1352,348,88.94720101781171,9,3144,Retained
05053,"Grant County, Arkansas",05,2020-2024,caregiver_count,179,1773,43.51145038167939,5,3144,Retained
05055,"Greene County, Arkansas",05,2020-2024,caregiver_count,321,1247,60.353053435114504,7,3144,Retained
05057,"Hempstead County, Arkansas",05,2020-2024,caregiver_count,317,1258,59.93956743002545,6,3144,Retained
05059,"Hot Spring County, Arkansas",05,2020-2024,caregiver_count,415,1043,66.79389312977099,7,3144,Retained
05061,"Howard County, Arkansas",05,2020-2024,caregiver_count,225,1566,50.11132315521628,6,3144,Retained
05063,"Independence County, Arkansas",05,2020-2024,caregiver_count,293,1343,57.23600508905852,6,3144,Retained
05065,"Izard County, Arkansas",05,2020-2024,caregiver_count,217,1606,48.91857506361323,5,3144,Retained
05067,"Jackson County, Arkansas",05,2020-2024,caregiver_count,286,1365,56.56806615776082,6,3144,Retained
05069,"Jefferson County, Arkansas",05,2020-2024,caregiver_count,690,671,78.67366412213741,8,3144,Retained
05071,"Johnson County, Arkansas",05,2020-2024,caregiver_count,253,1469,53.26017811704835,6,3144,Retained
05073,"Lafayette County, Arkansas",05,2020-2024,caregiver_count,227,1559,50.38167938931298,6,3144,Retained
05075,"Lawrence County, Arkansas",05,2020-2024,caregiver_count,196,1695,46.0559796437659,5,3144,Retained
05077,"Lee County, Arkansas",05,2020-2024,caregiver_count,135,1999,36.32315521628499,4,3144,Retained
05079,"Lincoln County, Arkansas",05,2020-2024,caregiver_count,67,2411,23.171119592875318,3,3144,Retained
05081,"Little River County, Arkansas",05,2020-2024,caregiver_count,125,2050,34.74872773536896,4,3144,Retained
05083,"Logan County, Arkansas",05,2020-2024,caregiver_count,456,977,68.90903307888041,7,3144,Retained
05085,"Lonoke County, Arkansas",05,2020-2024,caregiver_count,750,616,80.40712468193384,9,3144,Retained
05087,"Madison County, Arkansas",05,2020-2024,caregiver_count,319,1252,60.1940203562341,7,3144,Retained
05089,"Marion County, Arkansas",05,2020-2024,caregiver_count,452,991,68.4796437659033,7,3144,Retained
05091,"Miller County, Arkansas",05,2020-2024,caregiver_count,723,639,79.67557251908397,8,3144,Retained
05093,"Mississippi County, Arkansas",05,2020-2024,caregiver_count,793,583,81.47264631043257,9,3144,Retained
05095,"Monroe County, Arkansas",05,2020-2024,caregiver_count,64,2440,22.296437659033078,3,3144,Retained
05097,"Montgomery County, Arkansas",05,2020-2024,caregiver_count,70,2389,23.966284987277355,3,3144,Retained
05099,"Nevada County, Arkansas",05,2020-2024,caregiver_count,97,2227,29.103053435114504,3,3144,Retained
05101,"Newton County, Arkansas",05,2020-2024,caregiver_count,83,2308,26.54262086513995,3,3144,Retained
05103,"Ouachita County, Arkansas",05,2020-2024,caregiver_count,621,736,76.6062340966921,8,3144,Retained
05105,"Perry County, Arkansas",05,2020-2024,caregiver_count,192,1721,45.24491094147583,5,3144,Retained
05107,"Phillips County, Arkansas",05,2020-2024,caregiver_count,362,1151,63.39058524173028,7,3144,Retained
05109,"Pike County, Arkansas",05,2020-2024,caregiver_count,179,1773,43.51145038167939,5,3144,Retained
05111,"Poinsett County, Arkansas",05,2020-2024,caregiver_count,311,1281,59.23982188295165,6,3144,Retained
05113,"Polk County, Arkansas",05,2020-2024,caregiver_count,128,2032,35.32124681933842,4,3144,Retained
05115,"Pope County, Arkansas",05,2020-2024,caregiver_count,639,718,77.16284987277353,8,3144,Retained
05117,"Prairie County, Arkansas",05,2020-2024,caregiver_count,149,1922,38.80407124681934,4,3144,Retained
05119,"Pulaski County, Arkansas",05,2020-2024,caregiver_count,3294,118,96.26272264631044,10,3144,Retained
05121,"Randolph County, Arkansas",05,2020-2024,caregiver_count,390,1084,65.5057251908397,7,3144,Retained
05123,"St. Francis County, Arkansas",05,2020-2024,caregiver_count,169,1822,42.01653944020356,5,3144,Retained
05125,"Saline County, Arkansas",05,2020-2024,caregiver_count,981,473,84.97137404580153,9,3144,Retained
05127,"Scott County, Arkansas",05,2020-2024,caregiver_count,80,2325,25.986005089058523,3,3144,Retained
05129,"Searcy County, Arkansas",05,2020-2024,caregiver_count,64,2440,22.296437659033078,3,3144,Retained
05131,"Sebastian County, Arkansas",05,2020-2024,caregiver_count,965,484,84.62150127226464,9,3144,Retained
05133,"Sevier County, Arkansas",05,2020-2024,caregiver_count,105,2186,30.454834605597963,4,3144,Retained
05135,"Sharp County, Arkansas",05,2020-2024,caregiver_count,235,1528,51.3676844783715,6,3144,Retained
05137,"Stone County, Arkansas",05,2020-2024,caregiver_count,149,1922,38.80407124681934,4,3144,Retained
05139,"Union County, Arkansas",05,2020-2024,caregiver_count,276,1395,55.59796437659033,6,3144,Retained
05141,"Van Buren County, Arkansas",05,2020-2024,caregiver_count,269,1427,54.58015267175573,6,3144,Retained
05143,"Washington County, Arkansas",05,2020-2024,caregiver_count,1474,317,89.91730279898219,9,3144,Retained
05145,"White County, Arkansas",05,2020-2024,caregiver_count,803,571,81.8384223918575,9,3144,Retained
05147,"Woodruff County, Arkansas",05,2020-2024,caregiver_count,48,2553,18.59096692111959,2,3144,Retained
05149,"Yell County, Arkansas",05,2020-2024,caregiver_count,88,2285,27.290076335877863,3,3144,Retained
06001,"Alameda County, California",06,2020-2024,caregiver_count,7363,30,99.06170483460559,10,3144,Retained
06003,"Alpine County, California",06,2020-2024,caregiver_count,18,2830,9.875954198473282,1,3144,Retained
06005,"Amador County, California",06,2020-2024,caregiver_count,461,967,69.22709923664122,7,3144,Retained
06007,"Butte County, California",06,2020-2024,caregiver_count,856,537,82.93575063613231,9,3144,Retained
06009,"Calaveras County, California",06,2020-2024,caregiver_count,102,2200,29.945928753180663,3,3144,Retained
06011,"Colusa County, California",06,2020-2024,caregiver_count,139,1977,37.10241730279898,4,3144,Retained
06013,"Contra Costa County, California",06,2020-2024,caregiver_count,5812,42,98.68002544529261,10,3144,Retained
06015,"Del Norte County, California",06,2020-2024,caregiver_count,350,1178,62.54770992366412,7,3144,Retained
06017,"El Dorado County, California",06,2020-2024,caregiver_count,1000,463,85.28944020356234,9,3144,Retained
06019,"Fresno County, California",06,2020-2024,caregiver_count,6989,34,98.93447837150127,10,3144,Retained
06021,"Glenn County, California",06,2020-2024,caregiver_count,157,1883,40.06043256997455,5,3144,Retained
06023,"Humboldt County, California",06,2020-2024,caregiver_count,203,1659,47.16921119592875,5,3144,Retained
06025,"Imperial County, California",06,2020-2024,caregiver_count,2826,150,95.24491094147582,10,3144,Retained
06027,"Inyo County, California",06,2020-2024,caregiver_count,219,1600,49.07760814249364,5,3144,Retained
06029,"Kern County, California",06,2020-2024,caregiver_count,7017,33,98.96628498727735,10,3144,Retained
06031,"Kings County, California",06,2020-2024,caregiver_count,1093,422,86.59351145038168,9,3144,Retained
06033,"Lake County, California",06,2020-2024,caregiver_count,707,656,79.15076335877863,8,3144,Retained
06035,"Lassen County, California",06,2020-2024,caregiver_count,244,1497,52.353689567430024,6,3144,Retained
06037,"Los Angeles County, California",06,2020-2024,caregiver_count,55265,1,99.98409669211196,10,3144,Retained
06039,"Madera County, California",06,2020-2024,caregiver_count,1169,391,87.56361323155217,9,3144,Retained
06041,"Marin County, California",06,2020-2024,caregiver_count,829,552,82.44274809160305,9,3144,Retained
06043,"Mariposa County, California",06,2020-2024,caregiver_count,149,1922,38.80407124681934,4,3144,Retained
06045,"Mendocino County, California",06,2020-2024,caregiver_count,607,755,75.98600508905852,8,3144,Retained
06047,"Merced County, California",06,2020-2024,caregiver_count,1941,230,92.70038167938931,10,3144,Retained
06049,"Modoc County, California",06,2020-2024,caregiver_count,48,2553,18.59096692111959,2,3144,Retained
06051,"Mono County, California",06,2020-2024,caregiver_count,4,3005,4.293893129770993,1,3144,Retained
06053,"Monterey County, California",06,2020-2024,caregiver_count,1633,276,91.22137404580153,10,3144,Retained
06055,"Napa County, California",06,2020-2024,caregiver_count,225,1566,50.11132315521628,6,3144,Retained
06057,"Nevada County, California",06,2020-2024,caregiver_count,579,781,75.15903307888041,8,3144,Retained
06059,"Orange County, California",06,2020-2024,caregiver_count,12647,15,99.53880407124682,10,3144,Retained
06061,"Placer County, California",06,2020-2024,caregiver_count,1800,246,92.19147582697201,10,3144,Retained
06063,"Plumas County, California",06,2020-2024,caregiver_count,265,1443,54.03944020356234,6,3144,Retained
06065,"Riverside County, California",06,2020-2024,caregiver_count,15440,8,99.7614503816794,10,3144,Retained
06067,"Sacramento County, California",06,2020-2024,caregiver_count,8778,24,99.25254452926208,10,3144,Retained
06069,"San Benito County, California",06,2020-2024,caregiver_count,305,1300,58.603689567430024,6,3144,Retained
06071,"San Bernardino County, California",06,2020-2024,caregiver_count,15150,9,99.7296437659033,10,3144,Retained
06073,"San Diego County, California",06,2020-2024,caregiver_count,16310,7,99.79325699745547,10,3144,Retained
06075,"San Francisco County, California",06,2020-2024,caregiver_count,1667,269,91.45992366412214,10,3144,Retained
06077,"San Joaquin County, California",06,2020-2024,caregiver_count,4652,63,98.01208651399492,10,3144,Retained
06079,"San Luis Obispo County, California",06,2020-2024,caregiver_count,1069,435,86.16412213740458,9,3144,Retained
06081,"San Mateo County, California",06,2020-2024,caregiver_count,3487,108,96.58078880407125,10,3144,Retained
06083,"Santa Barbara County, California",06,2020-2024,caregiver_count,1601,284,90.98282442748092,10,3144,Retained
06085,"Santa Clara County, California",06,2020-2024,caregiver_count,6267,39,98.77544529262086,10,3144,Retained
06087,"Santa Cruz County, California",06,2020-2024,caregiver_count,904,515,83.6354961832061,9,3144,Retained
06089,"Shasta County, California",06,2020-2024,caregiver_count,1151,402,87.21374045801527,9,3144,Retained
06091,"Sierra County, California",06,2020-2024,caregiver_count,0,3044,1.606234096692112,1,3144,Retained
06093,"Siskiyou County, California",06,2020-2024,caregiver_count,455,980,68.78180661577608,7,3144,Retained
06095,"Solano County, California",06,2020-2024,caregiver_count,3180,125,96.04007633587786,10,3144,Retained
06097,"Sonoma County, California",06,2020-2024,caregiver_count,1760,255,91.90521628498728,10,3144,Retained
06099,"Stanislaus County, California",06,2020-2024,caregiver_count,3526,106,96.64440203562341,10,3144,Retained
06101,"Sutter County, California",06,2020-2024,caregiver_count,781,591,81.21819338422392,9,3144,Retained
06103,"Tehama County, California",06,2020-2024,caregiver_count,1040,449,85.71882951653944,9,3144,Retained
06105,"Trinity County, California",06,2020-2024,caregiver_count,142,1962,37.595419847328245,4,3144,Retained
06107,"Tulare County, California",06,2020-2024,caregiver_count,4296,72,97.72582697201018,10,3144,Retained
06109,"Tuolumne County, California",06,2020-2024,caregiver_count,225,1566,50.11132315521628,6,3144,Retained
06111,"Ventura County, California",06,2020-2024,caregiver_count,3672,95,96.9942748091603,10,3144,Retained
06113,"Yolo County, California",06,2020-2024,caregiver_count,768,602,80.86832061068702,9,3144,Retained
06115,"Yuba County, California",06,2020-2024,caregiver_count,456,977,68.90903307888041,7,3144,Retained
08001,"Adams County, Colorado",08,2020-2024,caregiver_count,3608,101,96.78753180661577,10,3144,Retained
08003,"Alamosa County, Colorado",08,2020-2024,caregiver_count,52,2523,19.65648854961832,2,3144,Retained
08005,"Arapahoe County, Colorado",08,2020-2024,caregiver_count,2767,157,95.02226463104326,10,3144,Retained
08007,"Archuleta County, Colorado",08,2020-2024,caregiver_count,17,2839,9.526081424936386,1,3144,Retained
08009,"Baca County, Colorado",08,2020-2024,caregiver_count,31,2699,14.026717557251908,2,3144,Retained
08011,"Bent County, Colorado",08,2020-2024,caregiver_count,99,2220,29.357506361323153,3,3144,Retained
08013,"Boulder County, Colorado",08,2020-2024,caregiver_count,658,694,77.91030534351145,8,3144,Retained
08014,"Broomfield County, Colorado",08,2020-2024,caregiver_count,104,2189,30.3117048346056,4,3144,Retained
08015,"Chaffee County, Colorado",08,2020-2024,caregiver_count,32,2688,14.360687022900763,2,3144,Retained
08017,"Cheyenne County, Colorado",08,2020-2024,caregiver_count,21,2798,10.798346055979644,2,3144,Retained
08019,"Clear Creek County, Colorado",08,2020-2024,caregiver_count,0,3044,1.606234096692112,1,3144,Retained
08021,"Conejos County, Colorado",08,2020-2024,caregiver_count,200,1677,46.596692111959285,5,3144,Retained
08023,"Costilla County, Colorado",08,2020-2024,caregiver_count,62,2457,21.81933842239186,3,3144,Retained
08025,"Crowley County, Colorado",08,2020-2024,caregiver_count,32,2688,14.360687022900763,2,3144,Retained
08027,"Custer County, Colorado",08,2020-2024,caregiver_count,0,3044,1.606234096692112,1,3144,Retained
08029,"Delta County, Colorado",08,2020-2024,caregiver_count,191,1724,45.13358778625954,5,3144,Retained
08031,"Denver County, Colorado",08,2020-2024,caregiver_count,3595,103,96.73982188295166,10,3144,Retained
08033,"Dolores County, Colorado",08,2020-2024,caregiver_count,0,3044,1.606234096692112,1,3144,Retained
08035,"Douglas County, Colorado",08,2020-2024,caregiver_count,1098,418,86.720737913486,9,3144,Retained
08037,"Eagle County, Colorado",08,2020-2024,caregiver_count,193,1715,45.3880407124682,5,3144,Retained
08039,"Elbert County, Colorado",08,2020-2024,caregiver_count,72,2377,24.28435114503817,3,3144,Retained
